word,ipa
নার্সদের,nɐɾsd̪eɾ
নার্স,nɐɾs
নার্গিস,nɐɾgis
নাম্বার,nɐmbɐɾ
নামা,nɐmɐ
নামছেন,nɐmcʰen
নাম-ঠিকানা,nɐm-tʰikɐnɐ
"নাম,","nɐm,"
নাফ,nɐpʰ
নানাবিধ,nɐnɐbid̪ʱo
নাতি-নাতনিদের,nɐt̪i-nɐt̪onid̪eɾ
নাট্যব্যক্তিত্ব,nɐtt̪obekt̪it̪t̪o
নাছির,nɐcʰiɾ
নাগরিকের,nɐgoɾikeɾ
নাগরিকরা,nɐgoɾikɾɐ
নাগরিকত্ব,nɐgoɾikɔt̪t̪o
নাগরিক।,nɐgoɾik।
নাকের,nɐkeɾ
নলকূপ,nɔlkup
"নরসিংদী,","nɔɾoʃiŋd̪i,"
নম্বরে,nɔmbɔɾe
নভেম্বরে,nɔbʱembɔɾe
নব্য,nobbo
নবী,nobi
নবায়ন,nɔbɐʲon
নবগঠিত,nɔbogotʰit̪o
নদের,nɔd̪eɾ
নদীতে।,nod̪it̪e।
নদীগর্ভে,nod̪igɔɾbʱe
ধোঁয়ার,d̪ʱe͡ɐ̯̃ʲɐɾ
ধৃষ্টতা,d̪ʱɾiʃtot̪ɐ
ধার,d̪ʱɐɾ
ধামরাইয়ের,d̪ʱɐmɾɐ͡i̯ʲeɾ
"ধান,","d̪ʱɐn,"
ধসের,d̪ʱɔʃeɾ
ধর্ষিত,d̪ʱɔɾʃit̪o
ধর্ষণে,d̪ʱɔɾʃone
ধর্মপ্রাণ,d̪ʱɔɾmopɾɐn
ধর্মপাশা,d̪ʱɔɾmopɐʃɐ
ধরাছোঁয়ার,d̪ʱɔɾɐcʰe͡ɐ̯̃ʲɐɾ
ধরলেন,d̪ʱoɾlen
ধরবেন।,d̪ʱoɾben।
ধন্যবাদ।,d̪ʱonnobɐd̪।
দ্বৈত,d̪o͡i̯t̪o
দ্বিমত,d̪imɔt̪
দৌলতদিয়া,d̪o͡u̯lt̪d̪iʲɐ
দোয়ারাবাজার,d̪oʷɐɾɐbɐɟɐɾ
দোষের,d̪oʃeɾ
দোকানপাট,d̪okɐnpɐt
দোকানগুলো,d̪okɐngulo
দৈহিক,d̪o͡i̯hik
দেয়ালের,d̪eʲɐleɾ
দেয়া।,d̪eʲɐ।
দেড়টায়,d̪eɽtɐʲ
দেশেও,d̪eʃe͡o̯
দেশী,d̪eʃi
দেশবাসীকে,d̪eʃbɐʃike
দেশজুড়ে,d̪eʃɟuɽe
দেশগুলোকে,d̪eʃguloke
দেল,d̪ɛl
দেবীর,d̪ebiɾ
"দেন,","d̪ɛn,"
দেখেছেন,d̪ekʰecʰen
দেখাবেন,d̪ekʰɐben
দেখানোর,d̪ɛkʰɐnoɾ
দেখবে,d̪ekʰbe
দেখছি,d̪ekʰcʰi
দেই।,d̪e͡i̯।
দূষিত,d̪uʃit̪o
দূরপাল্লার,d̪uɾpɐllɐɾ
দুয়েক,d̪uʲek
দুস্থ,d̪ust̪ʰo
দুশ্চিন্তায়,d̪uʃcint̪ɐʲ
দুর্যোগ,d̪uɾɟo͡e̯ɐg
দুর্ভোগের,d̪uɾbʱe͡ɐ̯geɾ
দুর্বৃত্ত,d̪uɾbɾit̪t̪o
"দুর্নীতি,","d̪uɾnit̪i,"
দুর্ঘটনাটি,d̪uɾgʱɔtonɐti
দুর্ঘটনা।,d̪uɾgʱɔtonɐ।
দুর্গন্ধ,d̪uɾgɔnd̪ʱo
দুরারোগ্য,d̪uɾɐɾoggo
দুরন্ত,d̪uɾont̪o
দুবার,d̪ubɐɾ
দুধ,d̪ud̪ʱ
দুটো,d̪uto
দুটিতে,d̪utit̪e
দুইটি,d̪u͡i̯ti
দুঃসাহসিক,d̪uʃʃɐhoʃik
দীর্ঘায়ু,d̪iɾgʱɐʲu
দীর্ঘদিনের।,d̪iɾgʱod̪ineɾ।
দীপক,d̪ipok
দীপংকর,d̪ipɔŋkɔɾ
দিল্লিতে,d̪illit̪e
দিল্লি,d̪illi
দিয়েছে,d̪iʲecʰe
দিবাগত,d̪ibɐgɔt̪o
দিবসকে,d̪ibɔʃke
"দিবস,","d̪ibɔʃ,"
দিনেই,d̪ine͡i̯
দিনই,d̪ini
দিতেও,d̪it̪e͡o̯
দিত।,d̪it̪o।
দিচ্ছিলেন।,d̪iccʰilen।
দিচ্ছি।,d̪iccʰi।
দিগি¦দিক,d̪igid̪ik
দিকেই,d̪ike͡i̯
দিকে।,d̪ike।
দাশ,d̪ɐʃ
দালালের,d̪ɐlɐleɾ
দারুল,d̪ɐɾul
দামের,d̪ɐmeɾ
দামও।,d̪ɐmo।
দাবিদার।,d̪ɐbid̪ɐɾ।
দাবি-দাওয়া,d̪ɐbi-d̪ɐ͡o̯ʷɐ
দাপট,d̪ɐpot
দান,d̪ɐn
দাতা,d̪ɐt̪ɐ
দাগ,d̪ɐg
দাওয়াত,d̪ɐ͡o̯ʲɐt̪
দাঁড়িয়েছে।,d̪ɐ̃ɽiʲecʰe।
দাঁড়িয়েছিল।,d̪ɐ̃ɽiʲecʰilo।
দাঁড়ানো,d̪ɐ̃ɽɐno
দাঁড়,d̪ɐ̃ɽ
দাঁত,d̪ɐ̃t̪
দশমিনা,d̪ɔʃminɐ
দর্শকরা,d̪ɔɾʃokɔɾɐ
দর্শক।,d̪ɔɾʃok।
দরবারে,d̪ɔɾbɐɾe
দম্পতি,d̪ɔmpot̪i
দগ্ধ,d̪ɔgd̪ʱo
দখলের,d̪ɔkʰoleɾ
দখলদাররা,d̪ɔkʰold̪ɐɾɾɐ
দক্ষতার,d̪okkʰot̪ɐɾ
দক্ষতাকে,d̪okkʰot̪ɐke
থিম,t̪ʰim
থামাতে,t̪ʰɐmɐt̪e
"থানা,","t̪ʰɐnɐ,"
"থাকেন,","t̪ʰɐken,"
থাকি।,t̪ʰɐki।
থাকাবস্থায়,t̪ʰɐkɐbɔst̪ʰɐʲ
"থাকবে,","t̪ʰɐkbe,"
থাকব।,t̪ʰɐkbo।
থাকব,t̪ʰɐkbo
থাকতো।,t̪ʰɐkt̪o।
থাকতেই,t̪ʰɐkt̪e͡i̯
থাকছেন।,t̪ʰɐkcʰen।
থমথমে,t̪ʰɔmɔt̪ʰome
ত্রিপুরা,t̪ɾipuɾɐ
ত্রাণসামগ্রী,t̪ɾɐnʃɐmogɾi
ত্বরান্বিত,t̪ɔɾɐnnit̪o
ত্বকের,t̪ɔkeɾ
তোড়ে,t̪oɽe
তেরেসার,t̪eɾesɐɾ
তেমনটি,t̪emonti
তে,t̪e
তৃতীয়।,t̪ɾit̪iʲo।
তুহিন,t̪uhin
তিস্তার,t̪ist̪ɐɾ
তিনতলা,t̪int̪ɔlɐ
তাহিরপুর,t̪ɐhiɾpuɾ
তাহির,t̪ɐhiɾ
তাসকিনের,t̪ɐʃokineɾ
তালেবান,t̪ɐlebɐn
তালেব,t̪ɐleb
"তালুকদার,","t̪ɐlukd̪ɐɾ,"
তালিকার,t̪ɐlikɐɾ
তাল,t̪ɐl
তারেকের,t̪ɐɾekeɾ
তারিক,t̪ɐɾik
তামিল,t̪ɐmil
তাপমাত্রা,t̪ɐpomɐt̪ɾɐ
তানজিলা,t̪ɐnɟilɐ
তাতেও,t̪ɐt̪e͡o̯
তাছলিমা,t̪ɐcʰolimɐ
তাগিদে,t̪ɐgid̪e
তাগাদা,t̪ɐgɐd̪ɐ
তলায়,t̪ɔlɐʲ
তলার,t̪ɔlɐɾ
তর্কবিতর্ক,t̪ɔɾkobit̪ɔɾko
তর্ক-বিতর্কের,t̪ɔɾko-bit̪ɔɾkeɾ
তরুণের,t̪oɾuneɾ
তরুণীদের,t̪oɾunid̪eɾ
তরুণী,t̪oɾuni
তবেই,t̪ɔbe͡i̯
তবারক,t̪ɔbɐɾɔk
তপন,t̪ɔpon
তথ্য-উপাত্ত,t̪ot̪t̪ʰo-upɐt̪t̪o
"তথ্য,","t̪ot̪t̪ʰo,"
ততদিন,t̪ɔt̪od̪in
ঢোকার,dʱokɐɾ
ঢাকাস্থ,dʱɐkɐst̪ʰo
ঢাকাগামী,dʱɐkɐgɐmi
ঢাকা-আরিচা,dʱɐkɐ-ɐɾicɐ
ঢাকনা,dʱɐknɐ
ড্রোন,dɾon
ড্রেনের,dɾeneɾ
ড্রেনেজ,dɾeneɟ
ড্রেন,dɾen
ড্রাম,dɾɐm
ড্রাইভিং,dɾɐ͡i̯bʱiŋ
ডোবায়,dobɐʲ
ডোবা,dobɐ
ডোপ,dop
ডেসটিনির,destiniɾ
ডেলিগেট,deliget
ডেমরার,demɾɐɾ
ডেনমার্কের,denmɐɾkeɾ
ডে,de
ডুবিয়ে,dubiʲe
ডুব,dub
ডিসেম্বরের,diʃembɔɾeɾ
ডিসি,disi
ডিভিশন,dibʱiʃon
ডিবি।,dibi।
ডিফেন্ডার,dipʰendɐɾ
ডিজাইন,diɟɐ͡i̯n
ডিএসসিসি,di͡e̯sʃisi
ডিউটিতে,di͡u̯tit̪e
ডিউটি,di͡u̯ti
ডায়াবেটিসের,dɐʲɐbetiseɾ
ডায়াবেটিস,dɐʲɐbetis
ডায়াগনস্টিক,dɐʲɐgɔnstik
ডালপালা,dɐlpɐlɐ
"ডাল,","dɐl,"
ডাগআউটে,dɐgɐ͡u̯te
ডাক্তারি,dɐkt̪ɐɾi
ডাকে,dɐke
ডাকাতের,dɐkɐt̪eɾ
ডাকাতরা।,dɐkɐt̪ɔɾɐ।
ডাক-চিৎকারে,dɐk-cit̪kɐɾe
ডনের,dɔneɾ
ডগায়,dɔgɐʲ
ঠেকিয়ে,tʰekiʲe
ঠেকানোর,tʰekɐnoɾ
ঠিকানায়,tʰikɐnɐʲ
ঠিকাদারকে,tʰikɐd̪ɐɾke
ঠিকমত,tʰikmɔt̪
ঠিকই,tʰiki
ট্র্যাক,tɾɐk
ট্রান্সফার,tɾɐnspʰɐɾ
ট্রাকটি,tɾɐkti
ট্রাকচালক,tɾɐkcɐlok
ট্রলারের,tɾolɐɾeɾ
ট্রলারটি,tɾolɐɾti
ট্যাংক,tɛŋk
টেস্টেই,teste͡i̯
টেস্ট।,test।
টেলিযোগাযোগ,teliɟogɐɟog
টেলিভিশনের,telibʱiʃoneɾ
টেকসই,tekʃi
টেকনোলজি,teknoloɟi
টুপি,tupi
টুটুল,tutul
টুকরো,tukɾo
টিমটি,timti
টিভিতে,tibʱit̪e
টাস্কফোর্স,tɐskopʰoɾs
টালবাহানা,tɐlbɐhɐnɐ
টাকাসহ,tɐkɐʃɔho
টাইমসের।,tɐ͡i̯mseɾ।
টাইমসের,tɐ͡i̯mseɾ
টাইমসকে,tɐ͡i̯mʃke
টাইমস,tɐ͡i̯mɔʃ
টমেটোর,tɔmetoɾ
টনি,toni
টনক,tɔnok
টটেনহ্যাম,tɔtenhɟʱo͡ɐ̯m
ঝুঁকিতে,ɟʱũkit̪e
ঝাল,ɟʱɐl
জয়লাভ,ɟɔʲlɐbʱ
জয়দেবপুর,ɟɔʲd̪ebpuɾ
জ্বালিয়ে,ɟɐliʲe
জ্বালানির,ɟɐlɐniɾ
জ্ঞাপন,gɛpon
জোটে,ɟote
জো,ɟo
জেরুজালেমকে,ɟeɾuɟɐlemke
জেন্ডার,ɟendɐɾ
জেনেছি।,ɟenecʰi।
জেনেও,ɟene͡o̯
জেতে।,ɟet̪e।
জেট,ɟet
জেএসসি,ɟe͡e̯ssi
জুয়েলের,ɟuʲeleɾ
জুলাইয়ে,ɟulɐ͡i̯ʲe
জুলাই,ɟulɐ͡i̯
জুলফিকার,ɟulpʰikɐɾ
জুরি,ɟuɾi
জুমার,ɟumɐɾ
জুভেন্টাস।,ɟubʱentɐʃ।
জুভেন্টাস,ɟubʱentɐʃ
জুনিয়র,ɟuniʲoɾ
জুনায়েদ,ɟunɐʲed̪
"জুতা,","ɟut̪ɐ,"
জীবিকার,ɟibikɐɾ
জীবিকা,ɟibikɐ
জীবন্ত,ɟibɔnt̪o
জীবন।,ɟibɔn।
জিৎ,ɟit̪
জিহাদি,ɟihɐd̪i
জিম,ɟim
জিনেদিন,ɟined̪in
জিনপিং,ɟinpiŋ
জিতেছেন।,ɟit̪ecʰen।
জিতেছিলেন,ɟit̪ecʰilen
জিতলে,ɟit̪ɔle
জিডিপি,ɟidipi
জায়গার,ɟɐʲgɐɾ
জাহাঙ্গীরনগর,ɟɐhɐŋgiɾnɔgoɾ
জাহাঙ্গীর।,ɟɐhɐŋgiɾ।
জাসদের,ɟɐʃd̪eɾ
জাসদ,ɟɐʃod̪
জালিয়াতি,ɟɐliʲɐt̪i
"জাল,","ɟɐl,"
জার্সি,ɟɐɾsi
জার্মানিতে,ɟɐɾmɐnit̪e
জামিল,ɟɐmil
জামালের,ɟɐmɐleɾ
জামান,ɟɐmɐn
জাফরুল্লাহ,ɟɐpʰɾullɐh
জানিয়েছিলেন,ɟɐniʲecʰilen
জানিয়েছিল।,ɟɐniʲecʰilo।
জানাজায়,ɟɐnɐɟɐʲ
জানাচ্ছে।,ɟɐnɐccʰe।
জানতাম,ɟɐnt̪ɐm
জাতের,ɟɐt̪eɾ
জাতিগত,ɟɐt̪igɔt̪o
জাটকা,ɟɐtkɐ
জসীম,ɟoʃim
জলদস্যু,ɟɔld̪oʃʃu
জরিপে,ɟoɾipe
জমিটি,ɟomiti
জবাবদিহিতা,ɟɔbɐbd̪ihit̪ɐ
জবাই,ɟɔbɐ͡i̯
জন্মের,ɟɔnmeɾ
জন্মদিন।,ɟɔnmod̪in।
জনের,ɟɔneɾ
জনসমক্ষে,ɟɔnʃɔmokkʰe
জনবলের,ɟɔnoboleɾ
জনকল্যাণ,ɟɔnokɔlɛn
জনক,ɟɔnok
জড়িত,ɟoɽit̪o
জটিলতায়,ɟotilɔt̪ɐʲ
জঙ্গিরা।,ɟɔŋgiɾɐ।
জঙ্গির,ɟɔŋgiɾ
জঙ্গিবিরোধী,ɟɔŋgibiɾod̪ʱi
জগন্নাথ,ɟɔgonnɐt̪ʰ
জগতের,ɟɔgot̪eɾ
জকিগঞ্জ,ɟokigɔnɟ
জওয়ানদের,ɟɔ͡o̯ʷɐnd̪eɾ
জ,ɟ
ছড়ানোর,cʰɔɽɐnoɾ
ছোট-বড়,cʰoto-bɔɽo
ছেলেরা,cʰeleɾɐ
ছেলেদের,cʰeled̪eɾ
ছুড়লে,cʰuɽle
ছুরিকাঘাতে,cʰuɾikɐgʱɐt̪e
ছিনতাইকারীরা।,cʰint̪ɐ͡i̯kɐɾiɾɐ।
ছিটিয়ে,cʰitiʲe
ছাড়পত্র,cʰɐɽpɔt̪ɾo
ছাপা,cʰɐpɐ
ছানা,cʰɐnɐ
ছাত্রীরা,cʰɐt̪ɾiɾɐ
ছাত্রছাত্রীসহ,cʰɐt̪ɾocʰɐt̪ɾiʃɔho
ছাত্রকে,cʰɐt̪ɾoke
ছাউনি,cʰɐ͡u̯ni
ছলে,cʰɔle
ছমির,cʰomiɾ
ছবিটা,cʰobitɐ
ছবিই,cʰobi͡i̯
ছবি।,cʰobi।
চয়নিকা,cɔʲnikɐ
চড়া,cɔɽɐ
চড়-থাপ্পড়,cɔɽ-t̪ʰɐppoɽ
চ্যালেঞ্জের,cɛlenɟeɾ
চ্যাম্পিয়নশিপের,cɛmpiʲonʃipeɾ
চৌধুরীকে,co͡u̯d̪ʱuɾike
চৌদ্দগ্রামে,co͡u̯d̪d̪ogɾɐme
চৌগাছা,co͡u̯gɐcʰɐ
চৌকিদার,co͡u̯kid̪ɐɾ
চৌকি,co͡u̯ki
চেয়েছেন,ceʲecʰen
চেয়েছিল,ceʲecʰilo
চেয়ারে,ceʲɐɾe
"চেয়ারম্যান,","ceʲɐɾmɛn,"
চেষ্টাকালে,ceʃtɐkɐle
চেতনায়,cet̪onɐʲ
চুয়াডাঙ্গা,cuʲɐdɐŋgɐ
চুক্তিটি,cukt̪iti
চিরতরে,ciɾot̪ɔɾe
চিন্তার,cint̪ɐɾ
চিন্তা-ভাবনা,cint̪ɐ-bʱɐbnɐ
চিনির,ciniɾ
"চিনি,","cini,"
চিনি,cini
চিত্রশিল্পী,cit̪ɾoʃilpi
চিকিৎসকরা।,cikit̪ʃɔkɾɐ।
চিকিৎসক।,cikit̪ʃɔk।
চায়নি।,cɐʲni।
চালালে,cɐlɐle
চালান।,cɐlɐn।
চালগুলো,cɐlgulo
চালককে,cɐlokke
"চাল,","cɐl,"
চার্জশিটে,cɐɾɟoʃite
চার্জশিটভুক্ত,cɐɾɟoʃitbʱukt̪o
চারে,cɐɾe
চারদিন,cɐɾd̪in
চারদিকে,cɐɾd̪ike
চারজনের,cɐɾɟoneɾ
চানপুর,cɐnpuɾ
চাঙ্গা,cɐŋgɐ
চাকরিচ্যুত,cɐkɾiccut̪o
চাকমা।,cɐkmɐ।
চাওয়াকে,cɐ͡o̯ʷɐke
চাইবে,cɐ͡i̯be
চাইছেন,cɐ͡i̯cʰen
চাঁদাবাজি,cɐ̃d̪ɐbɐɟi
চাঁদ,cɐ̃d̪
চলেছে,colecʰe
চলার,cɔlɐɾ
চলাচলরত,cɔlɐcɔlɾɔt̪o
চলছিল,colcʰilo
চমকে,cɔmke
চমক,cɔmok
চন্দ্রের,cɔnd̪ɾeɾ
চন্দ্রা,cɔnd̪ɾɐ
চনপাড়া,cɔnpɐɽɐ
চক্রান্ত,cokɾɐnt̪o
চক্রকে,cokɾoke
ঘেরাও,gʱeɾɐ͡o̯
ঘৃণা,gʱɾinɐ
ঘুমন্ত,gʱumɔnt̪o
ঘাড়ে,gʱɐɽe
ঘাম,gʱɐm
ঘাটের,gʱɐteɾ
ঘরোয়া,gʱɔɾoʷɐ
ঘরে।,gʱɔɾe।
ঘরমুখো,gʱɔɾmukʰo
ঘরবাড়ি,gʱɔɾbɐɽi
ঘনঘন,gʱɔngʱɔn
ঘটায়।,gʱɔtɐʲ।
ঘটাতে,gʱɔtɐt̪e
ঘটা,gʱɔtɐ
ঘটবে,gʱotbe
ঘটনাস্থলে।,gʱɔtonɐst̪ʰɔle।
"ঘটছে,","gʱotcʰe,"
গড়া,gɔɽɐ
গ্লুকোজ,glukoɟ
গ্রিল,gɾil
গ্রিক,gɾik
গ্রাহকরা,gɾɐhokɾɐ
গ্যারেজে,gɛɾeɟe
গৌরীপুর,go͡u̯ɾipuɾ
গৌরনদী,go͡u̯ɾonod̪i
গৌতম,go͡u̯t̪ɔmo
গোল্ডেন,golden
গোলাগুলির,golɐguliɾ
গোলশূন্য,golʃunno
গোলকিপারকে,golokipɐɾke
গোপনীয়তা,goponiʲot̪ɐ
গোদাগাড়ী,god̪ɐgɐɽi
গোছানোর,gocʰɐnoɾ
গোছানো,gocʰɐno
গেয়েছেন,geʲecʰen
গেয়ে,geʲe
"গেল,","gɛlo,"
গেমটি,gemti
গেম,gem
গৃহিণী।,gɾihini।
গৃহহীন,gɾihohin
গৃহকর্মী,gɾihokɔɾmi
গুলশানের,gulʃɐneɾ
গুরুত্বের,guɾut̪t̪eɾ
গুদামে,gud̪ɐme
গুদাম,gud̪ɐm
গুগল।,gugɔl।
গিয়েছেন।,giʲecʰen।
গিয়েছিলাম।,giʲecʰilɐm।
গিয়েও,giʲe͡o̯
গিয়াস,giʲɐs
গায়ের,gɐʲeɾ
গার্ডেনের,gɐɾdeneɾ
গার্ডেন,gɐɾden
গার্ডিয়ানের।,gɐɾdiʲɐneɾ।
গাবতলীর,gɐbot̪oliɾ
গান্ধী,gɐnd̪ʱi
গান।,gɐn।
গাছগুলো,gɐcʰgulo
গাইতে,gɐ͡i̯t̪e
গাইডলাইন,gɐ͡i̯dlɐ͡i̯n
গাংনী,gɐŋni
গা,gɐ
গহনা,gɔhonɐ
গলির,goliɾ
গলিত,golit̪o
গলার,gɔlɐɾ
গবেষকরা,gɔbeʃokɔɾɐ
গবেষক,gɔbeʃɔk
গন্তব্য,gɔnt̪obbo
গতিবিধি,got̪ibid̪ʱi
গতবারের,gɔt̪obɐɾeɾ
গণমাধ্যমকে,gɔnomɐd̪d̪ʱomke
গণতন্ত্রকে,gɔnot̪ɔnt̪ɾoke
গঠনতন্ত্র,gɔtʰnt̪ɔnt̪ɾo
খ্যাতিমান,kʰɛt̪imɐn
খ্যাত,kʰɛt̪o
খোকনকে,kʰokonke
খোঁজাখুঁজির,kʰe͡ɐ̯̃ɟɐkʰũɟiɾ
খেলোয়াড়ের,kʰeloʷɐɽeɾ
"খেলোয়াড়,","kʰeloʷɐɽ,"
খেলেও,kʰele͡o̯
খেলে।,kʰele।
খেলাপি,kʰelɐpi
খেলাধুলার,kʰelɐd̪ʱulɐɾ
খেলনা,kʰɛlonɐ
খেলছিল,kʰelcʰilo
"খুলনা,","kʰulnɐ,"
খুলছেন,kʰulcʰen
খুরশিদ,kʰuɾʃid̪
খুচরা,kʰucɾɐ
খুঁড়ে,kʰũɽe
খিলক্ষেত,kʰilkkʰet̪
খায়,kʰɐʲ
খালেদের,kʰɐled̪eɾ
খালেক,kʰɐlek
খালার,kʰɐlɐɾ
খালটি,kʰɐlti
খারিজ,kʰɐɾiɟ
খারাপ।,kʰɐɾɐp।
খাবারে,kʰɐbɐɾe
খানকে,kʰɐnke
খাদ্যের,kʰɐd̪d̪eɾ
খাদ্যমন্ত্রী,kʰɐd̪d̪omɔnt̪ɾi
খাদিজার,kʰɐd̪iɟɐɾ
খাদিজাকে,kʰɐd̪iɟɐke
খাতায়,kʰɐt̪ɐʲ
খাতকে,kʰɐt̪ke
খাটের,kʰɐteɾ
খাজনা,kʰɐɟnɐ
খাচ্ছে,kʰɐccʰe
খাগড়াছড়ি,kʰɐgɽɐcʰoɽi
খাওয়া-দাওয়া,kʰɐ͡o̯ʷɐ-d̪ɐ͡o̯ʷɐ
খাঁটি,kʰɐ̃ti
খাঁ,kʰɐ̃
খলিফার,kʰolipʰɐɾ
খরচের,kʰɔɾoceɾ
খরচে,kʰɔɾce
খরচও,kʰɔɾoco͡o̯
খন্দকার।,kʰɔnd̪okɐɾ।
খনিজসম্পদ,kʰoniɟʃɔmpɔd̪
কয়েকশ,kɔʲekʃo
কয়েকজনের,kɔʲekɟɔneɾ
কয়লা,kɔʲlɐ
ক্ষেতে,kʰet̪e
ক্ষেতুপাড়া,kʰet̪upɐɽɐ
ক্ষেতলাল,kʰet̪lɐl
ক্ষুব্দ,kʰubd̪o
ক্ষুধা,kʰud̪ʱɐ
ক্ষতিপূরণ,kʰot̪ipuɾon
ক্লিয়ার,kliʲɐɾ
ক্লাবটি।,klɐbti।
ক্রেতারা।,kɾet̪ɐɾɐ।
ক্রেতা,kɾet̪ɐ
ক্রিস,kɾiʃ
ক্রিশ্চিয়ানো,kɾiʃciʲɐno
ক্রিকেটাররা,kɾiketɐɾɾɐ
ক্যারিবীয়,kɛɾibiʲo
ক্যামেরার,kɛmeɾɐɾ
ক্যাবল,kɛbol
ক্যাপ্টেন,kɛpten
ক্যান্সারে,kɛnʃɐɾe
কৌতূহলী,ko͡u̯t̪uholi
কোস্ট,kost
কোষাধ্যক্ষ,koʃɐd̪d̪ʱokkʰo
কোষাগারে,koʃɐgɐɾe
কোরিয়ান,koɾiʲɐn
কোরআনখানি,koɾɐnkʰɐni
কোম্পানীগঞ্জ,kompɐnigɔnɟ
কোম্পানি।,kompɐni।
কোনোটি,konoti
কোটচাঁদপুর,kotcɐ̃d̪puɾ
কোচের,koceɾ
কোচ।,koc।
কেলেংকারির,keleŋkɐɾiɾ
কেরোসিন,keɾoʃin
কেরানীগঞ্জ,keɾɐnigɔnɟ
কেমিক্যাল,kemikɛl
কেমন,kɛmon
কেন্দ্রগুলোতে,kend̪ɾogulot̪e
