,Inflected_Word,POS,Lemma
2726,কিলোওয়াট,JJ,কিলোওয়া
2727,১০০০,NUM,তিত
2728,ওয়াট,NN,ওয়াট
2729,অশ্বশক্তি,JJR,অশ্বশ
2730,১,NUM,ত
2731,অশ্বশক্তি,JJR,অশ্বশ
2732,৭৪৬,NUM,ত্র
2733,ওয়াট,NN,ওয়াট
2734,এটি,PRP,এ
2735,এশিয়ার,NNP,এশিয়া
2736,সেরা,JJ,সেরা
2737,১০০টি,NUM,তিন
2738,বিশ্ববিদ্যালয়ের,NNS,বিশ্ববিদ্যালয়
2739,মধ্যে,IN,মধ্য
2740,৬৪তম,NUM,ঋরা
2741,লর্ড,NNP,লর্ড
2742,লিটন,NNP,লিটন
2743,যাকে,PRP,যা
2744,বলেছিলেন,VB,বলা
2745,স্পেল্নডিড,NNP,স্পেল্নডিড
2746,ইম্পিরিয়াল,NNP,ইম্পিরিয়াল
2747,কমপেনসেশন,NNP,কমপেন
2748,পূর্ববঙ্গ,NNP,পূর্ববঙ্গ
2749,শিক্ষাদীক্ষা,NN,শিক্ষা
2750,অর্থনীতি,NN,অর্থনীতি
2751,সব,DT,সব
2752,ক্ষেত্রেই,NNS,ক্ষেত্র
2753,পিছিয়ে,VB,পেছানো
2754,ছিল,VB,ছিল
2755,সৃষ্টির,NN,সৃষ্টি
2756,শুরুতেই,NN,শুরু
2757,ঢাকা,NNP,ঢাকা
2758,বিশ্ববিদ্যালয়,NNP,বিশ্ববিদ্যালয়
2759,নানা,JJ,নানা
2760,প্রতিকূলতার,NNS,প্রতিকূল
2761,মুখে,VBD,মুখ
2762,পড়ে,VB,পড়া
2763,এর,PRP,এ
2764,ফলে,NN,ফল
2765,পূর্ব,NN,পূর্ব
2766,বাংলার,NNP,বাংলা
2767,মানুষ,NN,মানুষ
2768,হতাশা,NN,হতাশা
2769,প্রকাশ,VB,প্রকাশ
2770,করে,VB,করা
2771,১৯২০,NUM,তিন
2772,সালের,NN,সাল
2773,২৩,NUM,ে
2774,মার্চ,NNP,মার্চ্
2775,গভর্নর,NNP,গভর্ন
2776,জেনারেল,NNP,জেনার
2777,এ,JJ,এ
2778,বিলে,NN,বিল
2779,সম্মতি,NN,সম্মতি
2780,দেন,VB,দেওয়া
2781,এ,DT,এ
2782,আইনটি,NN,আইন
2783,ঢাকা,NNP,ঢাকা
2784,বিশ্ববিদ্যালয়ের,NNP,বিশ্ববিদ্যালয়
2785,প্রতিষ্ঠার,NN,প্রতিষ্ঠা
2786,ভিত্তি,NN,ভিত্ত
2787,এই,DT,এ
2788,বিশ্ববিদ্যালয়ের,NN,বিশ্ববিদ্যালয়
2789,প্রথম,JJ,প্রথম
2790,ছাত্রী,NN,ছাত্রী
2791,লীলা,NNP,লীলা
2792,নাগ,NNP,নাগ
2793,ইংরেজি,NNP,ইংরেজি
2794,বিভাগ,NNP,বিভাগ
2795,এমএ,NNP,এম
2796,১৯২৩,NUM,তিন
2797,১৯৪৭,NUM,তিন
2798,সালে,NN,সাল
2799,ভারত,NNP,ভারত
2800,ও,CC,ও
2801,পাকিস্তান,NNP,পাকিস্তান
2802,নামক,RB,নাম
2803,দুইটি,NNP,দুই
2804,স্বাধীন,JJ,স্বাধীন
2805,রাষ্ট্র,NN,রাষ্ট্র
2806,প্রতিষ্ঠিত,VB,প্রতিষ্ঠিত
2807,হয়,VB,হয়
2808,নতুন,JJ,নতুন
2809,উদ্যমে,NN,উদ্যম
2810,ঢাকা,NNP,ঢাকা
2811,বিশ্ববিদ্যালয়ের,NNP,বিশ্ববিদ্যালয়
2812,কর্মকাণ্ড,NNS,কর্মক্ণ্ড
2813,শুরু,VB,শুরু
2814,হয়,VB,হয়
2815,লিনাক্স,NNP,লিনাক্স
2816,অপারেটিং,NN,অপারেটিং
2817,সিস্টেমের,NN,সিস্টেম
2818,কার্নেল,NN,কার্ন
2819,বা,CC,বা
2820,মূল,RB,মূল
2821,অংশকেও,NN,অংশ
2822,লিনাক্স,NNP,লিনাক্স
2823,বলা,VB,বলা
2824,হয়,VB,হয়
2825,অতি,JJ,অতি
2826,সঠিকভাবে,JJ,সঠিক
2827,লিনাক্স,NNP,লিনাক্স
2828,বলতে,VB,বলা
2829,শুধু,RB,শুধু
2830,লিনাক্স,NNP,লিনাক্স
2831,কার্নেলকেই,NN,কার্নেল
2832,বোঝায়,VB,বোঝানো
2833,ডেস্কটপ,NN,ডেস্ক
2834,বাজারেও,NN,বাজার
2835,লিনাক্সের,NNP,লিনাক্স
2836,চাহিদা,NN,চাহিদা
2837,ও,CC,ও
2838,জনপ্রিয়তা,NN,জনপ্রিয়
2839,বাড়ছে,VBG,বাড়ানো
2840,ইতিহাস,NN,ইতিহাস
2841,১৯৮৩,NUM,তিত
2842,সালে,NN,সাল
2843,রিচার্ড,NNP,রিচার্ড
2844,স্টলম্যান,NNP,স্টলম্যান
2845,গনু,NNP,গনু
2846,প্রকল্প,NNP,প্রকল্প
2847,প্রতিষ্ঠা,VB,প্রতিষ্ঠা
2848,করেন,VB,করা
2849,এই,DT,এ
2850,কার্নেলটিই,NNP,কার্নেল
2851,পরে,VB,পর
2852,লিনাক্স,NN,লিনাক্স
2853,কার্নেলে,NNP,কার্নেল
2854,রূপ,JJ,রূপ
2855,নেয়,VB,নেয়া
2856,ফলে,VB,ফল
2857,লিনুসকে,NNP,লিনুস
2858,মিনিক্সের,NNP,মিনিক্স
2859,সমতুল্য,JJ,সমতুল্য
2860,একটি,DT,একটি
2861,সিস্টেম,NN,সিস্টেম
2862,বানাতে,VB,বানানো
2863,হয়,VB,হয়
2864,টার্মিনাল,JJ,টার্মিনাল
2865,এমুলেটরটিতে,NN,এমুলেটর
2866,একসাথে,RB,একসাথে
2867,দুইটি,CD,দুই
2868,থ্রেড,NNS,থ্রেড
2869,চলত,VB,চলা
2870,কিছুদিন,RB,কিছুদিন
2871,পরেই,NNS,পর
2872,১৯৯১,NUM,তিত
2873,এর,PRP,এ
2874,অক্টোবরে,NNP,অক্টোবর
2875,এর,PRP,এ
2876,দ্বিতীয়,JJ,দ্বিতীয়
2877,সংস্করণটি,NN,সংস্করণ
2878,বের,VB,বের
2879,হয়,VB,হয়
2880,এরপর,RB,এরপর
2881,লিনাক্স,NNP,লিনাক্স
2882,উপযোগিতার,NN,উপযোগিতা
2883,হিসেবে,IN,হিসাব
2884,মিনিক্সকে,NNP,মিনিক্স
2885,দ্রুত,RB,দ্রুত
2886,ছাড়িয়ে,VB,ছাড়ানো
2887,যায়,VB,যায়
2888,লিনাক্সের,NNP,লিনাক্স
2889,ম্যাসকট,NN,ম্যাসক
2890,ও,CC,ও
2891,লোগো,NN,লোগা
2892,হচ্ছে,VB,হওয়া
2893,টাক্স,NNP,টাক্স্
2894,নামের,NN,নাম
2895,পেঙ্গুইন,NN,পেঙ্গুন
2896,বংশী,NNP,বংশী
2897,বংশী,NNP,বংশী
2898,বাংলাদেশের,NNP,বাংলাদেশ
2899,একটি,DT,একটি
2900,ক্ষুদ্রতম,JJ,ক্ষুদ্র
2901,উপজাতি,NN,উপজাতি
2902,তারা,PRP,সে
2903,নিজেদেরকে,PRF,নিজ
2904,সূর্য,NN,সূর্য
2905,বংশী,NN,বংশী
2906,বলে,VB,বলে
2907,থাকে,VB,থাকা
2908,এটি,PRP,এ
2909,ঢাকা,NNP,ঢাকা
2910,শহরের,NN,শহর
2911,পলাশী,NNP,পলাশী
2912,এলাকায়,NN,এলাকা
2913,অবস্থিত,VBN,অবস্থিত
2914,শুরুতে,RB,শুরু
2915,একটি,DT,একটি
2916,ভাড়া,JJ,ভাড়া
2917,করা,VB,ক
2918,ভবনে,VBN,ভবন
2919,বিদ্যালয়টির,NN,বিদ্যালয়
2920,কার্যক্রম,NN,কার্যক্রম
2921,চলত,VB,চলা
2922,এস্থানের,NNP,এস্থান
2923,একটি,DT,একটি
2924,উচুঁ,JJ,উচুঁ
2925,চিমনি,NN,চিমনি
2926,কিছুদিন,JJ,কিছুদিন
2927,আগেও,RB,আগ
2928,এই,DT,এ
2929,স্মৃতি,NN,স্মৃতি
2930,বহন,VB,বহন
2931,করত,VB,করা
2932,১৯২০,NUM,তিন
2933,সালে,NN,সাল
2934,এটি,PRP,এ
2935,বর্তমান,JJ,বর্তমান
2936,অবস্থানে,NN,অবস্থান
2937,স্থানান্তরিত,VB,স্থানান্তর
2938,হয়,VB,হয়
2939,শুরুতে,RB,শুরু
2940,বিদ্যালয়টি,NN,বিদ্যালয়
2941,ঢাকা,NNP,ঢাকা
2942,কলেজের,NNP,কলেজ
2943,সাথে,IN,সাথে
2944,সংযুক্ত,VB,সংযক্ত
2945,ছিল,VB,ছিল
2946,পরবর্তীতে,RB,পরবর্তী
2947,এটি,PRP,এ
2948,জনশিক্ষা,NNP,জনশিক্ষা
2949,পরিচালকের,NNP,পরিচাল
2950,অধীনে,IN,অধীন
2951,পরিচালিত,VB,পরিচালন
2952,হতে,VB,হতে
2953,থাকে,VB,থাকা
2954,মিঃ,NNP,মি
2955,এন্ডারসন,NNP,এন্ডারসন
2956,এর,PRP,এ
2957,প্রথম,RB,প্রথম
2958,অধ্যক্ষ,NN,অধ্যক্ষ
2959,নিযুক্ত,VBN,নিযুক্ত
2960,হন,VB,হয়
2961,তখন,DT,তখন
2962,এতদঞ্চলে,NN,এতদঞ্চল
2963,দক্ষ,JJ,দক্ষ
2964,জনশক্তির,NN,জনশক্তি
2965,অভাব,NN,অভাব
2966,দেখা,VB,দেখা
2967,দেয়,VB,দেওয়া
2968,জনাব,NNP,জনাব
2969,হাকিম,NNP,হক
2970,আলী,NNP,আলী
2971,এর,PRP,এ
2972,অধ্যক্ষ,NNP,অধ্যক্ষ
2973,নিযুক্ত,VB,নিযুক্ত
2974,হন,VB,হয়
2975,১৯৫৬,NUM,তিন
2976,সালে,NN,সাল
2977,কলেজে,NN,কলেজ
2978,সেমিস্টার,NN,সেমিস্টার
2979,প্রথা,NN,প্রথা
2980,চালু,VB,চালু
2981,হয়,VB,হয়
2982,ও,CC,ও
2983,নতুন,JJ,নতুন
2984,পাঠ্যক্রম,NN,পাঠ্যক্রম
2985,অনুমোদিত,VB,অনুমেদন
2986,হয়,VB,হয়
2987,টোটো,NNP,টোটো
2988,টোটো,NNP,টোটো
2989,ভারতের,NNP,ভারত
2990,এক,DT,এক
2991,অতি,RB,অতি
2992,ক্ষুদ্র,JJ,ক্ষুদ্র
2993,জন,NN,জন
2994,গোষ্ঠী,NN,গোষ্ঠী
2995,টোটোরা,NNP,টোটো
2996,তাঁদের,PRP,তিনি
2997,এই,DT,এ
2998,গ্রামের,NN,গ্রাম
2999,বাইরে,IN,বাইরে
3000,অন্য,RB,অন্য
3001,কোথাও,RB,কোথা
3002,বাস,VB,বাস
3003,করেননা,VB,করা
3004,১৯৫১,NUM,তিত
3005,সালের,NN,সাল
3006,জনগণণায়,NN,জনগণণা
3007,এঁদের,PRP,তিনি
3008,সংখ্যা,NN,সংখ্যা
3009,কমে,VB,কমে
3010,দাঁড়িয়ে,VB,দাঁড়ানো
3011,ছিলো,VB,ছিলো
3012,৩২১,NUM,তির
3013,এ,JJ,এ
3014,২০০১,NUM,উাঁয়া
3015,সালের,NN,সাল
3016,জনগণণায়,NN,জনগণণা
3017,এঁদের,PRP,তিনি
3018,সংখ্যা,NN,সংখ্যা
3019,বেড়ে,VB,বাড়া
3020,দাঁড়িয়েছে,VB,দাঁডানো
3021,১১৮৪,NUM,তিন
3022,টোটোরা,NNP,টোটো
3023,বৃহত্তর,JJR,বৃহত্তর
3024,ইন্দো,JJ,ইন্দো
3025,মঙ্গলীয়,JJ,মঙ্গলী
3026,জনগোষ্ঠীর,NN,জনগোষ্ঠ
3027,একটি,DT,একটি
3028,বিচ্ছিন্ন,JJ,বিচ্ছিন্ন
3029,শাখা,NN,শাখা
3030,এঁরা,PRP,তিনি
3031,১৩টি,NUM,তি
3032,গোষ্ঠী,NN,গোষ্ঠী
3033,বা,CC,বা
3034,গোত্রে,NNS,গোত্র
3035,বিভক্ত,VB,বিভক্ত
3036,সমোগোত্রীয়,JJ,সমোগোত্রীয়
3037,বিবাহ,NN,বিবাহ
3038,টোটো,NNP,টোটো
3039,সমাজে,NN,সমাজ
3040,নিষিদ্ধ,VBN,নিষিদ্ধ
3041,টোটো,NNP,টোটো
3042,ভাষা,NN,ভাষা
3043,বৃহত্তর,JJR,বৃহত্তর
3044,ভোট,VBG,ভোট
3045,বার্মা,JJ,বার্মা
3046,ভাষা,NN,ভাষা
3047,গোষ্ঠীর,NN,গোষ্ঠী
3048,অন্তর্গত,NNS,অন্তর্গত
3049,টোটো,NNP,টোটো
3050,ভাষার,NN,ভাষা
3051,নিজস্ব,PRF,নিজস্ব
3052,কোনো,DT,কোন
3053,লিপি,NN,লিপি
3054,নেই,VB,না
3055,তবে,CC,তব
3056,অনেকে,JJ,অনেক
3057,বাংলা,NNP,বাংলা
3058,লিপি,NNP,লিপি
3059,ব্যবহার,VB,ব্যবহার
3060,করেন,VB,করা
3061,মাত্র,RB,মাত্র
3062,২০০০,NUM,উাঁয়া
3063,একর,NNS,একর
3064,পরিসীমার,NN,পরিসীমা
3065,টোটোপাড়া,NNP,টোটোপাড়া
3066,গ্রামটি,NN,গ্রাম
3067,টোটোদের,NNP,টোটোদ
3068,একমাত্র,RB,একমাত্র
3069,বাসভূমি়,NN,বাসভূমিফ
3070,সাপের,NN,সাপ
3071,এই,DT,এ
3072,প্রজাতিটি,NNS,প্রজাতি
3073,সর্বপ্রথম,JJ,সর্বপ্রথম
3074,উদঘাটিত,VBN,উদ্ঘা
3075,হয়,VB,হয়
3076,২০০৮,NUM,উাঁয়া
3077,সালে,NN,সাল
3078,এই,DT,এ
3079,পরিবারের,NN,পরিবার
3080,আরেকটি,DT,আরেক
3081,প্রজাতি,NN,প্রজাতি
3082,পাওয়ায়,VB,পাওয়া
3083,ক্যারিবিয়ারই,NNP,ক্যারিবিয়ার
3084,দ্বীপ,NN,দ্বীপ
3085,মার্তিনিকে,NNP,মার্তিনি
3086,প্রথম,JJ,প্রথম
3087,বৈজ্ঞানিক,JJ,বৈজ্ঞানিক
3088,নমুনাটি,NN,নমুনা
3089,সংগ্রহ,NN,সংগ্রহ
3090,করা,VB,ক
3091,হয়,VB,হয়
3092,বনের,NN,বন
3093,ভেতরের,IN,ভেতর
3094,এক,DT,এক
3095,পাথরের,NN,পাথর
3096,নিচ,IN,নেচ
3097,থেকে,IN,থেকে
3098,বিভিন্ন,JJ,বিভিন্ন
3099,মানদন্ডের,NNS,মানদন্ড
3100,ভিত্তিতে,NN,ভিত্ত
3101,বৃত্তি,NNS,বৃত্ত
3102,প্রদান,VB,প্রদান
3103,করা,VB,ক
3104,হয়,VB,হয়
3105,তিনি,PRP,তিনি
3106,সাহেব,NNP,সাহ
