,Inflected_Word,POS
7908,একটি,DT
7909,আধুনিকায়িত,JJ
7910,রূপ,JJ
7911,ধর্মীয়,JJ
7912,আচার,NN
7913,অনুষ্ঠানে,NN
7914,এখনও,RB
7915,ধ্রুপদী,JJ
7916,আরবি,NNP
7917,ব্যবহৃত,VB
7918,হয়,VB
7919,এছাড়া,RB
7920,দক্ষিণী,NNP
7921,আরবি,NNP
7922,ভাষা,NNP
7923,মেহরিতেও,NNP
7924,কিছু,PRP
7925,কুয়েতি,NNP
7926,কথা,NN
7927,বলেন,VB
7928,বিদেশী,JJ
7929,ভাষা,NN
7930,হিসেবে,VB
7931,ইংরেজি,NNP
7932,ভাষা,NNP
7933,বহুল,RB
7934,প্রচলিত,VB
7935,ইংরেজিতে,NNP
7936,বেতার,NN
7937,টিভির,NN
7938,অনুষ্ঠান,NN
7939,সম্প্রচার,VB
7940,করা,VB
7941,হয়,VB
7942,সংস্কৃতি,NN
7943,রাজা,NN
7944,বর্ণনা,NN
7945,গ্রেগরীয়,NNP
7946,বর্ষপঞ্জী,NNP
7947,একটি,DT
7948,সৌর,JJ
7949,পঞ্জিকা,NN
7950,গ্রেগরীয়,NNP
7951,বর্ষপঞ্জী,NNP
7952,গাণিতিক,NNP
7953,বর্ষ,NNP
7954,পঞ্জিকা,NNP
7955,গ্রেগরীয়,NNP
7956,বর্ষপঞ্জীকাতে,NNP
7957,১২টি,CD
7958,মাসের,NN
7959,উপস্থিতি,VB
7960,রয়েছে,VB
7961,পাঁচ,CD
7962,সাপ্তাহের,NN
7963,মধ্যে,IN
7964,অনুষ্ঠানের,NN
7965,সকল,PRP
7966,প্রস্তুতি,NN
7967,সম্পন্ন,VB
7968,করা,VB
7969,হয়েছিলো,VB
7970,আর,CC
7971,মিক,NNP
7972,জ্যাগার,NNP
7973,তখন,RB
7974,ছিলেন,VB
7975,দক্ষিণ,NNP
7976,ফ্রান্সে,NNP
7977,ভিসা,NN
7978,সংক্রান্ত,JJ
7979,জটিলতার,NN
7980,কারণে,IN
7981,তাঁর,PRP
7982,পক্ষেও,JJ
7983,আসা,VB
7984,সম্ভব,VB
7985,হযনি,VB
7986,শেষ,NN
7987,পর্যন্ত,JJ
7988,বিটলসের,NNP
7989,একমাত্র,RB
7990,রিঙ্গো,NNP
7991,স্টার,NNP
7992,তাঁদের,PRP
7993,সাথে,IN
7994,যোগ,NN
7995,দিতে,VB
7996,সক্ষম,VB
7997,হন,VB
7998,তাঁদের,PRP
7999,সাথে,IN
8000,তবলায়,NN
8001,ছিলেন,VB
8002,ওস্তাদ,NNP
8003,আল্লা,NNP
8004,রাখা,NNP
8005,খান,NNP
8006,তাঁরা,PRP
8007,বাংলা,NNP
8008,ধুন,NNP
8009,নামে,NN
8010,একটি,DT
8011,ধুন,NNP
8012,পরিবেশন,VB
8013,করেন,VB
8014,এরপর,RB
8015,তাঁরা,PRP
8016,১৭,CD
8017,মিনিটের,NN
8018,একটি,DT
8019,রাগ,NN
8020,সঙ্গীত,NN
8021,পরিবেশন,VB
8022,করেন,VB
8023,এছাড়া,RB
8024,তাম্বুরাতে,NNP
8025,ছিলেন,VB
8026,আরো,JJ
8027,কয়েকজন,PRP
8028,এটি,PRP
8029,ছিলো,VB
8030,বব,NNP
8031,ডিলানের,NNP
8032,প্রথম,JJ
8033,সরাসরি,JJ
8034,গানের,NN
8035,প্রকাশনা,NN
8036,জর্জ,NNP
8037,হ্যারিসন,NNP
8038,শুধুমাত্র,RB
8039,কনসার্টটি,NN
8040,আয়োজনের,NN
8041,নেপথ্যের,NN
8042,কথা,VB
8043,বলেন,VB
8044,এটি,PRP
8045,গাজীপুর,NNP
8046,মহানগরীর,NNP
8047,নিকটে,IN
8048,অবস্থিত,VB
8049,একটি,DT
8050,এলাকা,NN
8051,এলাকাটি,NN
8052,নৈসর্গিক,JJ
8053,সৌন্দর্যে,JJ
8054,সমৃদ্ধ,JJ
8055,প্রমোদ,NN
8056,ভ্রমণের,NN
8057,জন্যে,IN
8058,আশুলিয়ার,NNP
8059,জলাভূমি,NN
8060,ঢাকাবাসীদের,NNS
8061,কাছে,IN
8062,জনপ্রিয়,JJ
8063,আশুলিয়াতে,NNP
8064,অনেক,JJ
8065,শিল্প,NN
8066,প্রতিষ্ঠান,NN
8067,গড়ে,VB
8068,উঠেছে,VB
8069,তার,PRP
8070,স্ত্রী,NN
8071,হলেন,VB
8072,বিখ্যাত,JJ
8073,মডেল,NN
8074,আর্দ্রিয়ানা,NNP
8075,স্ক্লেনারিকোভা,NNP
8076,তিনি,PRP
8077,ফরাসি,NNP
8078,ফুটবল,NN
8079,খেলোয়াড়,NN
8080,ক্রিস্তিয়ান,NNP
8081,কারেম্ব্যুর,NNP
8082,স্ত্রী,NN
8083,তিনি,PRP
8084,একজন,DT
8085,মডেল,NN
8086,হিসেবে,IN
8087,ইউরোপে,NNP
8088,ব্যাপক,JJ
8089,জনপ্রিয়তা,NN
8090,অর্জন,VB
8091,করেছিলেন,VB
8092,অনেকের,NN
8093,কাছে,IN
8094,বিবি,NNP
8095,আপা,NNP
8096,নামে,NN
8097,পরিচিত,VB
8098,বিবি,NNP
8099,রাসেলের,NNP
8100,জন্ম,NN
8101,চট্টগ্রামে,NNP
8102,কিন্তু,CC
8103,তিনি,PRP
8104,বেড়ে,VB
8105,উঠেন,VB
8106,ঢাকায়,NNP
8107,পরিবার,NN
8108,তিনি,PRP
8109,তার,PRP
8110,পরিবারের,NN
8111,৫,CD
8112,সন্তানের,NN
8113,মধ্যে,IN
8114,তৃতীয়,CD
8115,পিতা,NN
8116,পরলোকগত,JJ
8117,মুখলেসুর,NNP
8118,রহমান,NNP
8119,এবং,CC
8120,মাতা,NN
8121,শামসুন্নাহার,NNP
8122,রহমান,NNP
8123,বিবি,NNP
8124,রাসেলের,NNP
8125,মাতা,NN
8126,পিতা,NN
8127,দুজনেই,CD
8128,সংস্কৃতিপ্রিয়,JJ
8129,মানুষ,NN
8130,ছিলেন,VB
8131,পরবর্তীতে,RB
8132,তিনি,PRP
8133,ছিলেন,VB
8134,গার্হস্থ্য,NNP
8135,অর্থনীতি,NNP
8136,কলেজ,NNP
8137,আজিমপুর,NNP
8138,ঢাকার,NNP
8139,ছাত্রী,NN
8140,মডেলিং,NN
8141,জীবন,NN
8142,প্রথমে,DT
8143,যাত্রা,NN
8144,শুরু,VB
8145,করেন,VB
8146,ছবির,NN
8147,মডেল,NN
8148,হিসেবে,IN
8149,১৯৯৪,CD
8150,সালে,NN
8151,তিনি,PRP
8152,বাংলাদেশে,NNP
8153,ফিরে,VB
8154,আসেন,VB
8155,তখন,RB
8156,থেকেই,IN
8157,তিনি,PRP
8158,ফ্যাশন,NN
8159,ডিজাইনার,NN
8160,হিসেবে,IN
8161,কাজ,VB
8162,করছেন,VB
8163,বিশ্বের,NN
8164,হাতে,IN
8165,গোনা,VB
8166,কয়েকজন,PRP
8167,সুপারমডেলদের,NNS
8168,মধ্যে,IN
8169,তিনি,PRP
8170,অন্যতম,JJ
8171,লালবাগ,NNP
8172,দ্ব্যর্থতা,NN
8173,নিরসন,NNP
8174,লালবাগ,NNP
8175,শব্দটির,NN
8176,অর্থ,NN
8177,লাল,NN
8178,বাগান,NN
8179,এই,IN
8180,নামে,NN
8181,বাংলাদেশ,NNP
8182,ও,CC
8183,ভারতের,NNP
8184,কিছু,PRP
8185,স্থান,NN
8186,রয়েছে,VB
8187,লালবাগ,NNP
8188,দ্বারা,IN
8189,নিচের,NN
8190,যে,PRP
8191,কোনো,PRP
8192,একটিকে,DT
8193,বোঝানো,VB
8194,যেতে,VB
8195,পারে,VB
8196,গিরিশ,NNP
8197,চন্দ্র,NNP
8198,সেন,NNP
8199,গিরিশচন্দ্র,NNP
8200,সেন,NNP
8201,জন্ম,NN
8202,১৮৩৪,CD
8203,মৃত্যু,NN
8204,১৯১০,CD
8205,ভাই,NN
8206,গিরিশচন্দ্র,NNP
8207,সেন,NNP
8208,নামে,NN
8209,তিনি,PRP
8210,অধিক,RB
8211,পরিচিত,VB
8212,পবিত্র,JJ
8213,কুরআন,NNP
8214,সম্পর্কেও,NN
8215,এমন,PRP
8216,ধারণা,NN
8217,ছিল,VB
8218,এ,DT
8219,কারণে,NN
8220,অনেক,JJ
8221,মুসলিম,NN
8222,মনীষী,NN
8223,এর,PRP
8224,বঙ্গানুবাদ,VB
8225,করতে,VB
8226,সাহস,NN
8227,পাননি,VB
8228,গিরিশচন্দ্র,NNP
8229,সেনই,NNP
8230,অন্য,JJ
8231,ধর্মালম্বী,NN
8232,হয়েও,DT
8233,এই,DT
8234,ভয়কে,NN
8235,প্রথম,DT
8236,জয়,NN
8237,করেন,VB
8238,তিনি,PRP
8239,ইসলাম,NNP
8240,ধর্ম,NNP
8241,নিয়ে,NN
8242,অনেক,JJ
8243,গবেষণাও,NN
8244,করেন,VB
8245,গিরিশচন্দ্রের,NNP
8246,পিতা,NN
8247,ছিলেন,VB
8248,মাধবরাম,NNP
8249,সেন,NNP
8250,এবং,CC
8251,পিতামহ,NN
8252,ছিলেন,VB
8253,রামমোহন,NNP
8254,সেন,NNP
8255,গিরিশচন্দ্ররা,NNPS
8256,ছিলেন,VB
8257,তিন,CD
8258,ভাই,NN
8259,ঈশ্বরচন্দ্র,NNP
8260,সেন,NNP
8261,হরচন্দ্র,NNP
8262,সেন,NNP
8263,এবং,CC
8264,সর্বকনিষ্ঠ,JJ
8265,গিরিশচন্দ্র,NNP
8266,সেন,NNP
8267,ভাই,NN
8268,গিরিশচন্দ্র,NNP
8269,সেনের,NNP
8270,পরিবার,NN
8271,ছিল,VB
8272,অত্যন্ত,JJ
8273,গোঁড়াপন্থি,JJ
8274,এটি,PRP
8275,মূলত,RB
8276,ক্ষণস্থায়ী,JJ
8277,লোকশিল্প,NN
8278,এছাড়া,RB
8279,তেল,NN
8280,সিঁদুর,NN
8281,লাল,NN
8282,এবং,CC
8283,হলুদবাটা,NN
8284,হলদে,JJ
8285,রঙ,NN
8286,হিসাবে,IN
8287,ব্যবহার,VB
8288,হতে,VB
8289,পারে,VB
8290,আলপনার,NN
8291,ছবিগুলো,NNS
8292,পুরু,JJ
8293,রেখায়,NN
8294,তৈরি,VB
8295,ও,CC
8296,দ্বিমাত্রিক,JJ
8297,সাধারণত,RB
8298,মেঝের,NN
8299,উপরই,NN
8300,আলপনা,NNP
8301,করা,VB
8302,হয়,VB
8303,তথ্যসূত্র,NN
8304,বাংলাপিডিয়া,NNP
8305,বঙ্গীয়,NNP
8306,লোকসংস্কৃতি,NNP
8307,কোষ,NNP
8308,এটি,PRP
8309,বাংলাদেশের,NNP
8310,সবচেয়ে,JJ
8311,দীর্ঘ,JJ
8312,রেলসেতু,NN
8313,হিসেবে,IN
8314,পরিচিত,VB
8315,পাবনা,NNP
8316,জেলার,NNP
8317,পাকশি,NNP
8318,রেলস্টেশনের,NN
8319,দক্ষিণে,NN
8320,পদ্মা,NNP
8321,নদীর,NNP
8322,উপর,RB
8323,এই,DT
8324,সেতুটি,NN
8325,অবস্থিত,VB
8326,এই,DT
8327,সেতুর,NN
8328,নির্মাণকাল,NN
8329,১৯০৯,CD
8330,১৯১৫,CD
8331,তৎকালীন,RB
8332,ভাইসরয়,NN
8333,লর্ড,NNP
8334,হার্ডিঞ্জের,NNP
8335,নাম,NN
8336,অনুসারে,RB
8337,এই,DT
8338,সেতুর,NN
8339,নামকরণ,NN
8340,করা,VB
8341,হয়,VB
8342,হার্ডিঞ্জ,NNP
8343,ব্রিজের,NNP
8344,দৈর্ঘ্য,NN
8345,১,CD
8346,৭৯৮,CD
8347,৩২,CD
8348,মিটার,NN
8349,বা,CC
8350,৫৮৯৪,CD
8351,ফুট,NN
8352,বা,CC
8353,১,CD
8354,৮,CD
8355,কিমি,NN
8356,এর,PRP
8357,উপর,JJ
8358,দুটি,CD
8359,ব্রড,NNP
8360,গেজ,NNP
8361,রেললাইন,NN
8362,রয়েছে,VB
8363,অবস্থান,NN
8364,হার্ডিঞ্জ,NNP
8365,ব্রিজ,NNP
8366,ঈশ্বরদী,NNP
8367,উপজেলাধীন,NN
8368,পাকশী,NNP
8369,ইউনিয়নে,NNP
8370,অবস্থিত,VB
8371,হার্ডিঞ্জ,NNP
8372,ব্রিজ,NNP
8373,ঈশ্বরদী,NNP
8374,উপজেলার,NNP
8375,একটি,DT
8376,ঐতিহ্যবাহী,JJ
8377,স্থাপনা,NN
8378,১৯০৯,CD
8379,খ্রিস্টাব্দে,NN
8380,সেতু,NN
8381,নির্মাণের,NN
8382,সমীক্ষা,NN
8383,শুরু,VB
8384,হয়,VB
8385,১৯১০,CD
8386,১১,CD
8387,খ্রিস্টাব্দে,NN
8388,পদ্মার,NN
8389,দুই,CD
8390,তীরে,NN
8391,সেতু,NN
8392,রক্ষার,NN
8393,বাঁধ,NN
8394,নির্মাণ,VB
8395,হয়,VB
8396,পূর্বানুমূলক,VB
8397,জুলিয়ান,NNP
8398,বর্ষপঞ্জী,NNP
8399,অনুসারে,RB
8400,যা,CC
8401,শনিবার,NNP
8402,দিয়ে,IN
8403,শুরু,VB
8404,পূর্বানুমূলক,VB
8405,গ্রেগরীয়,NNP
8406,বর্ষপঞ্জী,NNP
8407,অনুসারে,RB
8408,যা,CC
8409,সোমবার,NNP
8410,দিয়ে,IN
8411,শুরু,VB
8412,এটা,PRP
8413,কমন,NN
8414,এরা,PRP
8415,এবং,CC
8416,অ্যানো,NNP
8417,ডোমিনির,NNP
8418,প্রথম,CD
8419,বছর,NN
8420,জুলিয়ান,NNP
8421,বর্ষপঞ্জী,NNP
8422,অনুসারে,RB
8423,এর,PRP
8424,পূর্ববর্তী,RB
8425,বছর,NN
8426,খ্রিস্টপূর্ব,NN
8427,১,CD
8428,সারেঙ্গি,NNP
8429,সারেঙ্গি,NNP
8430,তারে,PRP
8431,নির্মিত,VB
8432,বাদ্যযন্ত্র,NN
8433,প্রাচীনকাল,RB
8434,হতে,IN
8435,ভারতবর্ষের,NNP
8436,লোকসঙ্গীতে,NNP
8437,এই,DT
8438,যন্ত্রের,NN
8439,ব্যবহার,VB
8440,হয়ে,VB
8441,আসছে,VB
8442,পাখোয়াজ,NNP
8443,পাখুআজের,NNP
8444,দুইটি,CD
8445,মুখ,NN
8446,আছে,VB
8447,এর,PRP
8448,একটি,DT
8449,মুখ,NN
8450,অন্যটির,NN
8451,তুলনায়,JJ
8452,সামান্য,JJ
8453,বড়,JJ
8454,কোলের,NN
8455,ওপরে,NN
8456,নিয়ে,IN
8457,বামহাতে,NN
8458,বড়,JJ
8459,মুখ,NN
8460,ও,CC
8461,ডানহাতে,NN
8462,ছোটো,JJ
8463,মুখটি,NN
8464,বাজানো,VB
8465,হয়,VB
8466,এটি,PRP
8467,গুরুগম্ভীর,JJ
8468,শব্দ,NN
8469,সৃষটি,VB
8470,করে,VB
8471,পাখোয়াজ,NN
8472,এক,CD
8473,ধরনের,NN
8474,চর্মাচ্ছাদিত,JJ
8475,বাদ্যযন্ত্র,NN
8476,এটি,PRP
8477,একটি,DT
8478,শাস্ত্রীয়,JJ
8479,বাদ্যযন্ত্র,NN
8480,নম্র,JJ
8481,ধ্বনি,NN
8482,সৃষ্টিকারী,NNS
8483,এই,DT
8484,অর্থে,NN
8485,পাখোয়াজ,NNP
8486,নামকরণ,NN
8487,করা,VB
8488,হয়,VB
8489,যদিও,CC
8490,সরোদকে,NNP
8491,একটি,DT
8492,খাদ,NNP
8493,রুবাব,NNP
8494,হিসেবে,IN
8495,অভিহিত,VB
8496,করা,VB
8497,হয়েছে,VB
8498,হেপাটাইটিস,NNP
8499,সি,NNP
8500,ভাইরাস,NNP
8501,এইচসিভি,NNP
8502,এই,DT
8503,রোগ,NN
8504,সৃষ্টি,VB
8505,করে,VB
8506,পৃথিবী,NN
8507,জুড়ে,NN
8508,আনুমানিক,RB
8509,১৩০,CD
8510,১৭০,CD
8511,মিলিয়ন,NN
8512,লোক,NN
8513,হেপাটাইটিস,NNP
8514,সি,NNP
8515,রোগে,NNP
8516,আক্রান্ত,VB
8517,অন্যান্য,RB
8518,প্রাণীতে,NN
8519,এর,PRP
8520,কারণ,NN
8521,জানা,VB
8522,যায়নি,VB
8523,পেজিন্টারফেরন,NNP
8524,ও,CC
8525,রাইবাভিরিন,NNP
8526,হল,VB
8527,এইচসিভি,NNP
8528,র,IN
8529,মান,NN
8530,সম্পন্ন,NN
8531,ওষুধ,NN
8532,চিকিৎসাধীন,JJ
8533,৫০,CD
8534,৮০,CD
8535,লোকের,NN
8536,রোগ,NN
8537,নিরাময়,VB
8538,হয়,VB
8539,হেপাটাইসিস,NNP
8540,সি,NNP
8541,এর,PRP
8542,কোন,JJ
8543,টিকা,NN
8544,নাই,DT
8545,কেবল,RB
8546,অল্প,JJ
8547,কিছু,JJ
8548,ক্ষেত্রেই,NN
8549,তীব্র,JJ
8550,সংক্রমণের,NN
8551,সঙ্গে,IN
8552,জন্ডিস,NNP
8553,হয়ে,VB
8554,থাকে,VB
8555,সুরাসক্তদের,NNS
8556,জন্য,IN
8557,ঝুঁকি,NN
8558,১০০,CD
8559,গুণ,NN
8560,বেশি,JJ
8561,হেপাটাইটিস,NNP
8562,সি,NNP
8563,২৭,CD
8564,সিরোসিস,NNP
8565,ও,CC
8566,২৫,CD
8567,যকৃতের,NNP
8568,ক্যান্সারের,NNP
8569,কারণ,NN
8570,এটি,PRP
8571,ফ্লাভিরিডে,NNP
8572,পরিবারের,NN
8573,হেপাসিভাইরাস,NNP
8574,শ্রেণীর,NN
8575,অন্তর্গত,JJ
8576,রক্তে,NN
8577,বিলিরুবিনের,NN
8578,ঘনত্ব,JJ
8579,1,CD
8580,2,CD
8581,mg,NN
8582,dL,NN
8583,এর,PRP
8584,নিচে,IN
8585,থাকে,VB
8586,25,CD
8587,µmol,NN
8588,L,NN
8589,এর,PRP
8590,নিচে,IN
8591,3,NN
8592,mg,NN
8593,dL,NN
8594,বা,CC
8595,50,CD
8596,µmol,NN
8597,L,NN
8598,এর,PRP
8599,বেশি,JJ
8600,হলে,VB
8601,জন্ডিস,NN
