,word,ipa,cnt
11732,বুঝেছিলেন,buɟʱecʰɪlen,2
11733,বুঝি,buɟʱɪ,2
11734,বীরগঞ্জ,bɪɾgonɟ,2
11735,বীজ,bɪɟ,2
11736,বিয়ানীবাজার,bɪʲɐnɪbɐɟɐɾ,2
11737,বিড়ি,bɪɽɪ,2
11738,বিস্তৃত,bɪst̪ɾɪt̪o,2
11739,বিসিসিআই।,bɪsɪsɪɐɪ̯।,2
11740,বিসিবি।,bɪsɪbɪ।,2
11741,বিসিকের,bɪsɪkeɾ,2
11742,বিসিএস,bɪsɪe̯s,2
11743,বিসিআইসির,bɪʃɪɐɪ̯sɪɾ,2
11744,বিষয়টি।,bɪʃɔʲtɪ।,2
11745,বিষয়গুলোকে,bɪʃɔe̯guloke,2
11746,বিষয়কে,bɪʃɔe̯ke,2
11747,বিষয়ও,bɪʃɔe̯o,2
11748,বিষয়ে,bɪʃɔʲe,2
11749,বিশ্লেষকরা।,bɪsleʃkɔɾɐ।,2
11750,বিশ্রামের,bɪsɾɐmeɾ,2
11751,বিশ্বে।,bɪʃʃe।,2
11752,বিশ্বসেরাদের,bɪʃʃoʃeɾɐd̪eɾ,2
11753,বিশ্বম্ভরপুর,bɪʃʃɔmbʱoɾpuɾ,2
11754,বিশ্ববিদ্যালয়সহ,bɪʃʃobɪd̪d̪ɐlɔe̯,2
11755,বিশ্ববিদ্যালয়গুলো,bɪʃʃobɪd̪d̪ɐlɔe̯gulo,2
11756,বিশ্ববিদ্যালয়।,bɪʃʃobɪd̪d̪ɐlɔe̯।,2
11757,বিশ্ববাসীর,bɪʃʃobɐʃɪɾ,2
11758,বিশ্ববাজারে,bɪʃʃobɐɟɐɾe,2
11759,বিশ্বনাথে,bɪʃʃonɐt̪ʰe,2
11760,বিশ্বকে,bɪʃʃoke,2
11761,বিশেষজ্ঞের,bɪʃeʃɔggeɾ,2
11762,বিশেষজ্ঞরা।,bɪʃeʃɔggoɾɐ।,2
11763,বিশৃঙ্খলা,bɪsɾɪŋkʰolɐ,2
11764,বিশু,bɪʃu,2
11765,বিশমাইল,bɪʃmɐɪ̯l,2
11766,বিলিয়ন,bɪlɪʲon,2
11767,"বিল,","bɪl,",2
11768,বিরেন,bɪɾen,2
11769,বিরুদ্ধেই,bɪɾud̪d̪ʱeɪ̯,2
11770,বিরাজমান,bɪɾɐɟomɐn,2
11771,বিরল।,bɪɾɔl।,2
11772,বিরল,bɪɾɔl,2
11773,বিরতিতে,bɪɾot̪ɪt̪e,2
11774,বিমানবাহিনী,bɪmɐnbɐhɪnɪ,2
11775,বিমানটিতে,bɪmɐntɪt̪e,2
11776,বিভ্রান্তি,bɪbʱɾɐnt̪ɪ,2
11777,বিভাগকে,bɪbʱɐgke,2
11778,বিভক্তির,bɪbʱokt̪ɪɾ,2
11779,বিবেচিত,bɪbecɪt̪o,2
11780,বিবেকের,bɪbekeɾ,2
11781,বিবৃতির,bɪbɾɪt̪ɪɾ,2
11782,বিবিসির।,bɪbɪsɪɾ।,2
11783,বিবিসির,bɪbɪsɪɾ,2
11784,"বিবিসি,","bɪbɪsɪ,",2
11785,বিবাহিত,bɪbɐhɪt̪o,2
11786,বিবাদীরা,bɪbɐd̪ɪɾɐ,2
11787,বিবাদীর,bɪbɐd̪ɪɾ,2
11788,বিবাদী,bɪbɐd̪ɪ,2
11789,বিবস্ত্র,bɪbɔst̪ɾo,2
11790,বিপ্লবের,bɪplɔbeɾ,2
11791,বিপুল।,bɪpul।,2
11792,বিপিএলের,bɪpɪeleɾ,2
11793,বিপাশা,bɪpɐʃɐ,2
11794,বিনয়ী,bɪnoʲɪ,2
11795,বিন্দুমাত্র,bɪnd̪umɐt̪ɾo,2
11796,বিনিয়োগকারীরা,bɪnɪʲogkɐɾɪɾɐ,2
11797,বিনিয়োগকারী,bɪnɪʲogkɐɾɪ,2
11798,বিনির্মাণে,bɪnɪɾmɐne,2
11799,বিনষ্টের,bɪnɔʃteɾ,2
11800,বিধিমালায়,bɪd̪ʱɪmɐlɐe̯,2
11801,বিধবা,bɪd̪ʱobɐ,2
11802,বিদ্রোহের,bɪd̪ɾoheɾ,2
11803,বিদ্রোহীরা।,bɪd̪ɾohɪɾɐ।,2
11804,বিদ্রোহীরা,bɪd̪ɾohɪɾɐ,2
11805,বিদ্রোহ,bɪd̪ɾoho,2
11806,বিদ্যুতায়িত,bɪd̪d̪ut̪ɐʲɪt̪o,2
11807,বিদ্যুতায়ন,bɪd̪d̪ut̪ɐʲon,2
11808,বিদ্যুত,bɪd̪d̪ut̪,2
11809,বিদ্যালয়টিতে,bɪd̪d̪ɐlɔe̯tɪt̪e,2
11810,"বিদ্যালয়,","bɪd̪d̪ɐlɔe̯,",2
11811,বিদ্যাপীঠের,bɪd̪d̪ɐpɪtʰeɾ,2
11812,বিদ্যমান।,bɪd̪d̪omɐn।,2
11813,বিদ্বেষের,bɪd̪d̪eʃeɾ,2
11814,বিদেশের,bɪd̪eʃeɾ,2
11815,বিদায়।,bɪd̪ɐe̯।,2
11816,বিত্তবান,bɪt̪t̪obɐn,2
11817,বিতাড়িত,bɪt̪ɐɽɪt̪o,2
11818,বিডিআর,bɪdɪɐ̯ɾ,2
11819,বিট,bɪt,2
11820,বিজয়ীর,bɪɟoɪɾ,2
11821,বিজ্ঞাপনটিতে,bɪggɐpontɪt̪e,2
11822,বিজ্ঞানের,bɪggɐneɾ,2
11823,বিজিসি,bɪɟɪsɪ,2
11824,বিচ্ছেদ,bɪccʰed̪,2
11825,বিচারে,bɪcɐɾe,2
11826,বিচারবহির্ভূত,bɪcɐɾbohɪɾbʱut̪o,2
11827,বিচারকরা।,bɪcɐɾkoɾɐ।,2
11828,বিচারকদের,bɪcɐɾokd̪eɾ,2
11829,বিচারককে,bɪcɐɾokke,2
11830,বিচারক।,bɪcɐɾok।,2
11831,বিচ,bɪc,2
11832,বিঘিœত,bɪgʱɪt̪o,2
11833,বিক্ষোভে,bɪkkʰobʱe,2
11834,বিক্ষোভকারীরা,bɪkkʰobʱkɐɾɪɾɐ,2
11835,বিক্ষুব্ধরা,bɪkkʰubd̪ʱoɾɐ,2
11836,বিক্রয়,bɪkɾɔe̯,2
11837,বিক্রেতারা,bɪkɾet̪ɐɾɐ,2
11838,বিক্রেতাদের,bɪkɾet̪ɐd̪eɾ,2
11839,বিক্রেতাকে,bɪkɾet̪ɐke,2
11840,বিএমএ,bɪ͡e̯me,2
11841,বিএনপিসহ,bɪe̯npɪʃɔho,2
11842,বিএনপিতে,bɪe̯npɪt̪e,2
11843,বিএনপি।,bɪe̯npɪ।,2
11844,বিএনপি-জামায়াতকে,bɪe̯npɪ-ɟɐmɐʲɐt̪ke,2
11845,বিএনএস,bɪe̯nes,2
11846,বিআরটিসি,bɪɐ̯ɾtɪsɪ,2
11847,বিআইডব্লিউটিএর,bɪɐ̯ɪ̯dɔblɪu̯tɪe̯ɾ,2
11848,বি-টাউন।,bɪ-tɐu̯n।,2
11849,বি-গ্রুপে,bɪ-gɾupe,2
11850,বায়োমেট্রিক,bɐʲometɾɪk,2
11851,বাড়িতেও,bɐɽɪt̪eo̯,2
11852,বাড়িটির,bɐɽɪtɪɾ,2
11853,বাড়িটিতে,bɐɽɪtɪt̪e,2
11854,বাড়িঘরের,bɐɽɪgʱɔɾeɾ,2
11855,বাড়িওয়ালা,bɐɽɪo̯ʷɐlɐ,2
11856,বাড়ি-ঘর,bɐɽɪ-gʱɔɾ,2
11857,বাড়ায়।,bɐɽɐe̯।,2
11858,বাড়ানো।,bɐɽɐno।,2
11859,বাড়াতেও,bɐɽɐt̪eo̯,2
11860,বাড়ল,bɐɽol,2
11861,"বাড়ছে,","bɐɽcʰe,",2
11862,"বাহিনী,","bɐhɪnɪ,",2
11863,বাহারি,bɐhɐɾɪ,2
11864,বাহার।,bɐhɐɾ।,2
11865,বাহাদুরপুর,bɐhɐd̪uɾpuɾ,2
11866,বাহাউদ্দিন,bɐhɐu̯d̪d̪ɪn,2
11867,"বাহন,","bɐhon,",2
11868,বাস্তুচ্যুত,bɐst̪uccut̪o,2
11869,বাস্তবসম্মত,bɐst̪ɔbʃɔmmɔt̪ɔ,2
11870,"বাস্কেট,","bɐsket,",2
11871,বাসটিতে,bɐʃtɪt̪e,2
11872,বাসচাপায়,bɐʃcɐpɐe̯,2
11873,বাসকে,bɐʃke,2
11874,বাল্যবিয়ের,bɐllobɪʲeɾ,2
11875,বালিয়া,bɐlɪʲɐ,2
11876,বালিভর্তি,bɐlɪbʱɔɾt̪ɪ,2
11877,"বালা,","bɐlɐ,",2
11878,বালতির,bɐlot̪ɪɾ,2
11879,বার্সেলোনা।,bɐɾselonɐ।,2
11880,বার্মিংহাম,bɐɾmɪŋhɐm,2
11881,বার্নিকাট,bɐɾnɪkɐt,2
11882,বার্নাব্যু।,bɐɾnɐblu।,2
11883,বার্ডস,bɐɾds,2
11884,বার্গার,bɐɾgɐɾ,2
11885,বারের,bɐɾeɾ,2
11886,বারুদিয়া,bɐɾud̪ɪʲɐ,2
11887,বারী,bɐɾɪ,2
11888,বারবারই,bɐɾbɐɾɪ,2
11889,বারতোপা,bɐɾt̪opɐ,2
11890,বারডেম,bɐɾdem,2
11891,বাবুলকে,bɐbulke,2
11892,বাবুল।,bɐbul।,2
11893,"বাবুল,","bɐbul,",2
11894,বাবুপুর,bɐbupuɾ,2
11895,বাবুকে,bɐbuke,2
11896,"বাবু,","bɐbu,",2
11897,বাবাকেও,bɐbɐkeo̯,2
11898,"বাবা-মা,","bɐbɐ-mɐ,",2
11899,বাপ্পীর,bɐppɪɾ,2
11900,বাপ্পি।,bɐppɪ।,2
11901,বান্ধবীর,bɐnd̪ʱobɪɾ,2
11902,বানোয়াট।,bɐnoʷɐt।,2
11903,বানারীপাড়া,bɐnɐɾɪpɐɽɐ,2
11904,বানাতে,bɐnɐt̪e,2
11905,বানভাসি,bɐnbʱɐʃɪ,2
11906,বাদুড়,bɐd̪uɽ,2
11907,বাদীর,bɐd̪ɪɾ,2
11908,বাদীকে,bɐd̪ɪke,2
11909,বাদশাহর,bɐd̪ʃɐhoɾ,2
11910,বাদশার,bɐd̪ʃɐɾ,2
11911,বাদল।,bɐd̪ol।,2
11912,বাদজোহর,bɐd̪oɟohoɾ,2
11913,বাথরুম,bɐt̪ʰɾum,2
11914,বাণিজ্যিকভাবে,bɐnɪɟɟɪkbʱɐbe,2
11915,বাণিজ্যমন্ত্রীর,bɐnɪɟɟomɔnt̪ɾɪɾ,2
11916,বাড্ডা,bɐddɐ,2
11917,বাটরা,bɐtɾɐ,2
11918,বাজেটের,bɐɟeteɾ,2
11919,বাজিয়ে,bɐɟɪʲe,2
11920,বাজির,bɐɟɪɾ,2
11921,বাজারসহ,bɐɟɐɾʃɔho,2
11922,বাজারমূল্য,bɐɟɐɾmullo,2
11923,বাজারমূলধন।,bɐɟɐɾmulɔd̪ʱon।,2
11924,বাজারজাতকরণের,bɐɟɐɾɟɐt̪kɔɾoneɾ,2
11925,বাজারজাত,bɐɟɐɾɟɐt̪,2
11926,বাজারগুলোতে,bɐɟɐɾgulot̪e,2
11927,বাছাইপর্ব,bɐcʰɐɪ̯pɔɾbo,2
11928,বাচ্চুর,bɐccuɾ,2
11929,বাঙালিরা,bɐŋɐlɪɾɐ,2
11930,বাঘের,bɐgʱeɾ,2
11931,বাগড়া,bɐgɽɐ,2
11932,বাগেরহাটের,bɐgeɾhɐteɾ,2
11933,বাগিয়ে,bɐgɪʲe,2
11934,বাগমারা,bɐgmɐɾɐ,2
11935,বাগধা,bɐgd̪ʱɐ,2
11936,বাগদান,bɐgd̪ɐn,2
11937,বাকৃবি,bɐkɾɪbɪ,2
11938,বাকিটা,bɐkɪtɐ,2
11939,বাকবিতণ্ডায়,bɐkobɪt̪ɔndɐe̯,2
11940,বাইসাইকেল,bɐɪ̯sɐɪ̯kel,2
11941,বাইরেই,bɐɪ̯ɾeɪ̯,2
11942,বাংলোর,bɐŋloɾ,2
11943,বাংলাদেশেও,bɐŋlɐd̪eʃeo̯,2
11944,বাংলাদেশসহ,bɐŋlɐd̪eʃʃɔho,2
11945,"বাংলাদেশ,","bɐŋlɐd̪eʃ,",2
11946,বাংলা।,bɐŋlɐ।,2
11947,বাঁশখালী,bɐ̃ʃkʰɐlɪ,2
11948,বাঁধন,bɐ̃d̪ʱon,2
11949,বাঁধটি,bɐ̃d̪ʱtɪ,2
11950,বাঁচিয়ে,bɐ̃cɪʲe,2
11951,বাঁকানো,bɐ̃kɐno,2
11952,বাঁ,bɐ̃,2
11953,বহুমাত্রিক,bohumɐt̪ɾɪk,2
11954,বহুজাতিক,bohuɟɐt̪ɪk,2
11955,বহিষ্কৃতরা,bohɪʃkɾɪt̪ɔɾɐ,2
11956,বহিষ্কারাদেশ,bohɪʃkɐɾɐd̪eʃ,2
11957,বহিরাগতরা,bohɪɾɐgɔt̪ɔɾɐ,2
11958,বহিরাগতদের,bohɪɾɐgɔt̪d̪eɾ,2
11959,বহরের,bɔhoɾeɾ,2
11960,বহনের,bɔhoneɾ,2
11961,বহনে,bɔhone,2
11962,বহদ্দারহাট,bɔhod̪d̪ɐɾhɐt,2
11963,বস্তুনিষ্ঠ,bost̪unɪʃtʰo,2
11964,বস্তু,bost̪u,2
11965,বস্তি,bost̪ɪ,2
11966,বস্তায়,bost̪ɐe̯,2
11967,বসেছে,boʃecʰe,2
11968,বসেছিলেন।,boʃecʰɪlen।,2
11969,বসুরহাট,boʃuɾhɐt,2
11970,বসি।,boʃɪ।,2
11971,বসবে।,boʃɔbe।,2
11972,বসবে,boʃɔbe,2
11973,বসবাসকারী,bɔʃobɐʃkɐɾɪ,2
11974,বসতভিটা,bɔʃot̪bʱɪtɐ,2
11975,বশর,bɔʃoɾ,2
11976,বশবর্তী,bɔʃobɔɾt̪ɪ,2
11977,বলেছিলেন,bolecʰɪlen,2
11978,"বলেছিলাম,","bolecʰɪlɐm,",2
11979,"বলেছিল,","bolecʰɪlo,",2
11980,বলেছি,bolecʰɪ,2
11981,বলিউডে,bɔlɪu̯de,2
11982,বলি।,bolɪ।,2
11983,বলায়,bɔlɐe̯,2
11984,বলাও,bɔlɐo̯,2
11985,বললেন-,bollen-,2
11986,বলব।,bolbo।,2
11987,বলতেই,bolt̪eɪ̯,2
11988,বলছেন?,bolcʰen?,2
11989,"বলছিলেন,","bolcʰɪlen,",2
11990,"বলছি,","bolcʰɪ,",2
11991,বলছি,bolcʰɪ,2
11992,বল।,bɔl।,2
11993,বর্ষে,bɔɾʃe,2
11994,বর্ষাকালে,bɔɾʃɐkɐle,2
11995,বর্ষবরণের,bɔɾʃɔbɔɾoneɾ,2
11996,বর্বরতা,bɔɾboɾɔt̪ɐ,2
11997,বর্ধন,bɔɾd̪ʱon,2
11998,বর্তমানের,bɔɾt̪omɐneɾ,2
11999,বর্ণিল,bɔɾnɪl,2
12000,বরাবরের,bɔɾɐboɾeɾ,2
12001,বরাদ্দও,bɔɾɐd̪d̪oo̯,2
12002,বরফের,bɔɾopʰeɾ,2
12003,বরফ,bɔɾopʰ,2
12004,বরপক্ষের,bɔɾpokkʰeɾ,2
12005,বরণের,bɔɾoneɾ,2
12006,বরগুনার,bɔɾgunɐɾ,2
12007,ববির,bobɪɾ,2
12008,বন্ধ্যাকরণ,bond̪ʱɐkɔɾon,2
12009,বন্ধুমহলের,bond̪ʱumɔholeɾ,2
12010,বন্ধু-বান্ধব,bond̪ʱu-bɐnd̪ʱob,2
12011,বন্ধনে,bond̪ʱone,2
12012,বন্দুকধারী,bond̪ukd̪ʱɐɾɪ,2
12013,বন্দিশিবিরে,bond̪ɪʃɪbɪɾe,2
12014,বন্দি।,bond̪ɪ।,2
12015,"বন্দর,","bɔnd̪oɾ,",2
12016,বনিবনা,bonɪbonɐ,2
12017,বদিউল,bɔd̪ɪu̯l,2
12018,বদিউজ্জামান,bɔd̪ɪu̯ɟɟɐmɐn,2
12019,বদি।,bod̪ɪ।,2
12020,বদলেছে।,bod̪lecʰe।,2
12021,বদলাতে,bɔd̪lɐt̪e,2
12022,বদরুলের,bɔd̪ɾuleɾ,2
12023,বদরগঞ্জ,bɔd̪ɾɔgɔnɟ,2
12024,বণ্টন,bɔnton,2
12025,বণিকের,bonɪkeɾ,2
12026,"বডিবিল্ডিং,","bɔdɪbɪldɪŋ,",2
12027,"বটেই,","bɔteɪ̯,",2
12028,বটতলী,bɔtt̪olɪ,2
12029,বজ্রপাতের,bɔɟɾopɐt̪eɾ,2
12030,বজ্রপাত,bɔɟɾopɐt̪,2
12031,বজ,bɔɟ,2
12032,বছরেই,bɔcʰoɾeɪ̯,2
12033,বছরগুলোতে,bɔcʰoɾgulot̪e,2
12034,বছরখানেক,bɔcʰoɾkʰɐnek,2
12035,বছরকে,bɔcʰoɾke,2
12036,বঙ্গমাতা,bɔŋgomɐt̪ɐ,2
12037,বগুড়ার,bɔguɽɐɾ,2
12038,বখাটেরা।,bɔkʰɐteɾɐ।,2
12039,বখাটের,bɔkʰɐteɾ,2
12040,বক্সার,bɔksɐɾ,2
12041,বক্তব্যকে,bokt̪obboke,2
12042,বক্তব্যও,bokt̪obboo,2
12043,বইসহ,boɪ̯ʃɔho,2
12044,বংশ,bɔŋʃo,2
12045,ফয়সল,pʰɔʲsɔl,2
12046,ফ্ল্যাটটির,pʰlɛttɪɾ,2
12047,ফ্লোরিডায়,pʰloɾɪdɐe̯,2
12048,ফ্লাইটের,pʰlɐɪ̯teɾ,2
12049,ফ্র্যাঞ্চাইজির,pʰɾɐncɐɪ̯ɟɪɾ,2
12050,ফ্র্যাঞ্চাইজিভিত্তিক,pʰɾɐncɐɪ̯ɟɪbʱɪt̪t̪ɪk,2
12051,ফ্র্যাঞ্চাইজি,pʰɾɐncɐɪ̯ɟɪ,2
12052,ফ্রেমে,pʰɾeme,2
12053,ফ্রিজে,pʰɾɪɟe,2
12054,ফ্রান্সের,pʰɾɐnseɾ,2
12055,ফ্রন্টের,pʰɾonteɾ,2
12056,ফ্রন্ট,pʰɾont,2
12057,ফ্যাসিস্ট,pʰɛʃɪst,2
12058,ফ্যাশনের,pʰɛʃɔneɾ,2
12059,ফ্যাক্টস,pʰɛkts,2
12060,ফ্যাক্টরির,pʰɛktoɾɪɾ,2
12061,ফ্যাক্টরিতে,pʰɛktoɾɪt̪e,2
12062,ফ্যাক্টরি,pʰɛkdoɾɪ,2
12063,ফোরামে,pʰoɾɐme,2
12064,ফোনসহ,pʰonʃɔho,2
12065,ফোনটিতে,pʰontɪt̪e,2
12066,ফোনও,pʰono,2
12067,ফোক,pʰok,2
12068,"ফেস্টুন,","pʰestun,",2
12069,ফেসবুক।,pʰesbuk।,2
12070,ফেলেছে।,pʰelecʰe।,2
12071,ফেলায়,pʰelɐe̯,2
12072,ফেলানীর,pʰelɐnɪɾ,2
12073,ফেলবে।,pʰelbe।,2
12074,ফেলব।,pʰelbo।,2
12075,ফেলতেই,pʰelt̪eɪ̯,2
12076,ফেরেননি।,pʰeɾennɪ।,2
12077,ফেরেন।,pʰeɾen।,2
12078,ফেরির,pʰeɾɪɾ,2
12079,ফেরিতে,pʰeɾɪt̪e,2
12080,ফেরিগুলো,pʰeɾɪgulo,2
12081,ফেরদৌসী,pʰeɾd̪ou̯sɪ,2
12082,ফেব্রুয়ারিতে,pʰebɾuʷɐɾɪt̪e,2
12083,ফেড,pʰed,2
12084,ফুলমতি,pʰulmot̪ɪ,2
12085,ফুফু,pʰupʰu,2
12086,ফুফাতো,pʰupʰɐt̪o,2
12087,ফুড,pʰud,2
12088,ফুটবলাররা।,pʰutbɔlɐɾɾɐ।,2
12089,ফুটবলাররা,pʰutbɔlɐɾɾɐ,2
12090,ফুটপাতের,pʰutpɐt̪eɾ,2
12091,ফুটওভার,pʰutovɐɾ,2
12092,ফিল্মের,pʰɪlmeɾ,2
12093,ফিল্ডিং,pʰɪldɪŋ,2
12094,ফিলিস্তিনের,pʰɪlɪst̪ɪneɾ,2
12095,ফিরেছে।,pʰɪɾecʰe।,2
12096,ফিরেছিলেন,pʰɪɾecʰɪlen,2
12097,ফিরেছি।,pʰɪɾecʰɪ।,2
12098,ফিরছিলেন,pʰɪɾcʰɪlen,2
12099,ফির,pʰɪɾ,2
12100,ফিফটি।,pʰɪpʰtɪ।,2
12101,ফিফটি,pʰɪpʰtɪ,2
12102,ফিতা,pʰɪt̪ɐ,2
12103,ফিতরের,pʰɪt̪ɔɾeɾ,2
12104,ফিডার,pʰɪdɐɾ,2
12105,ফিজিও,pʰɪɟɪo̯,2
12106,ফায়ারিং,pʰɐʲɐɾɪŋ,2
12107,ফাহিমা।,pʰɐhɪmɐ।,2
12108,ফাহমিদা,pʰɐhomɪd̪ɐ,2
12109,ফার্মেসির,pʰɐɾmesɪɾ,2
12110,ফার্মেসি,pʰɐɾmesɪ,2
12111,ফার্নিচারের,pʰɐɾnɪcɐɾeɾ,2
12112,ফারাজ।,pʰɐɾɐɟ।,2
12113,ফারজানার,pʰɐɾɟɐnɐɾ,2
12114,ফাদার,pʰɐd̪ɐɾ,2
12115,ফাতেমার,pʰɐt̪emɐɾ,2
12116,ফাতেমাকে,pʰɐt̪emɐke,2
12117,ফাটল,pʰɐtol,2
12118,ফাঙ্গাস,pʰɐŋgɐs,2
12119,ফাইজুর,pʰɐɪ̯ɟuɾ,2
12120,ফাঁড়িতে,pʰɐ̃ɽɪt̪e,2
12121,ফাঁসানোর,pʰɐ̃ʃɐnoɾ,2
12122,ফাঁদে,pʰɐ̃d̪e,2
12123,ফাঁকফোকর,pʰɐ̃kpʰokɔɾ,2
12124,ফলোয়ারের,pʰɔloʷɐɾeɾ,2
12125,ফলেই,pʰɔleɪ̯,2
12126,ফলশ্রুতিতে,pʰɔlosɾut̪ɪt̪e,2
12127,ফলমূল,pʰɔlmul,2
12128,ফল।,pʰɔl।,2
12129,ফরোয়ার্ডের,pʰɔɾoʷɐɾdeɾ,2
12130,ফরহাদ।,pʰɔɾhɐd̪।,2
12131,ফরমালিন,pʰɔɾmɐlɪn,2
12132,ফতুল্লায়,pʰot̪ullɐe̯,2
12133,ফজিলাতুন্নেছা,pʰoɟɪlɐt̪unnecʰɐ,2
12134,ফজিলাতুন,pʰoɟɪlɐt̪un,2
12135,ফজলু,pʰɔɟlu,2
12136,ফখরুলের,pʰokʰɾuleɾ,2
12137,ফকিরের,pʰokɪɾeɾ,2
12138,ফকরুল,pʰokɾul,2
12139,"পড়েছে,","poɽecʰe,",2
12140,পড়েছিলাম।,poɽecʰɪlɐm।,2
12141,পড়িয়ে,poɽɪʲe,2
12142,"পড়া,","pɔɽɐ,",2
12143,পড়ছেন,poɽcʰen,2
12144,পড়ছি।,poɽcʰɪ।,2
12145,প্ল্যান,plɛn,2
12146,প্লেয়ার,pleʲɐɾ,2
12147,প্লেজার,pleɟɐɾ,2
12148,প্লে-অফের,ple-ɔpʰeɾ,2
12149,প্লে-অফ,ple-ɔpʰo,2
12150,প্লে,ple,2
12151,প্লাসের,plɐseɾ,2
12152,প্লান,plɐn,2
12153,প্লাজায়,plɐɟɐe̯,2
12154,প্রয়োজনেই,pɾoʲoɟoneɪ̯,2
12155,"প্রয়োজন,","pɾoʲoɟon,",2
12156,প্র্যাকটিস,pɾɐktɪʃ,2
12157,প্রোভিসি,pɾobʱɪʃɪ,2
12158,প্রোগ্রামের,pɾogɾɐmeɾ,2
12159,প্রেসিডেন্ট।,pɾesɪdent।,2
12160,প্রেমিকা,pɾemɪkɐ,2
12161,প্রেক্ষিতে,pɾekkʰɪt̪e,2
12162,প্রেক্ষাপট,pɾekkʰɐpɔt,2
12163,প্রেক্ষাগৃহে,pɾekkʰɐgɾɪhe,2
12164,প্রিয়াঙ্কা,pɾɪʲɐŋkɐ,2
12165,প্রিসাইডিং,pɾɪsɐɪ̯dɪŋ,2
12166,"প্রিন্স,","pɾɪns,",2
12167,প্রিন্টের,pɾɪnteɾ,2
12168,প্রায়োগিক,pɾɐʲogɪk,2
12169,প্রার্থীও,pɾɐɾt̪ʰɪo,2
12170,প্রার্থী।,pɾɐɾt̪ʰɪ।,2
12171,প্রাপ্য।,pɾɐppo।,2
12172,প্রাপ্তি।,pɾɐpt̪ɪ।,2
12173,প্রাধ্যক্ষ,pɾɐdd̪ʱokkʰo,2
12174,প্রাদেশিক,pɾɐd̪eʃɪk,2
12175,প্রাইমারি,pɾɐɪ̯mɐɾɪ,2
12176,প্রাইভেসি,pɾɐɪ̯vesɪ,2
12177,প্রহসন,pɾohoʃɔn,2
12178,প্রহরীরা,pɾohoɾɪɾɐ,2
12179,প্রহরী,pɾohoɾɪ,2
12180,প্রহর,pɾohoɾ,2
12181,প্রস্তাবসহ,pɾost̪ɐbʃɔho,2
12182,প্রস্তাবনা।,pɾost̪ɐbonɐ।,2
12183,প্রস্তাবনা,pɾost̪ɐbonɐ,2
12184,প্রস্তাবই,pɾost̪ɐbɪ,2
12185,প্রসেসরের,pɾosesɔɾeɾ,2
12186,প্রসেসর,pɾosesɔɾ,2
12187,প্রসাশক,pɾoʃɐʃok,2
12188,প্রশ্নবিদ্ধ।,pɾoʃnobɪd̪d̪ʱo।,2
12189,প্রশ্নপত্রে,pɾoʃnopɔt̪ɾe,2
12190,প্রশিক্ষিত,pɾoʃɪkkʰɪt̪o,2
12191,প্রশিক্ষণে,pɾoʃɪkkʰone,2
12192,প্রশিক্ষণার্থীরা,pɾoʃɪkkʰonɐɾt̪ʰɪɾɐ,2
12193,প্রশিক্ষণার্থীদের,pɾoʃɪkkʰonɐɾt̪ʰɪd̪eɾ,2
12194,প্রশিক্ষণপ্রাপ্ত,pɾoʃɪkkʰonpɾɐpt̪o,2
12195,"প্রশাসন,","pɾoʃɐʃon,",2
12196,"প্রশাসক,","pɾoʃɐʃɔk,",2
12197,প্রশস্ততা,pɾoʃɔst̪ot̪ɐ,2
12198,প্রশস্ত,pɾoʃɔst̪o,2
12199,প্রশমন,pɾoʃomon,2
12200,প্রশংসিত,pɾoʃoŋʃɪt̪,2
12201,প্রশংসায়,pɾoʃoŋʃɐe̯,2
12202,প্রশংসার,pɾoʃoŋʃɐɾ,2
12203,প্রশংসাও,pɾoʃoŋʃɐo̯,2
12204,প্রলয়,pɾolɔʲo,2
12205,প্ররোচনার,pɾoɾoconɐɾ,2
