,Inflected_Word,Valid,Lemma_Correct,Lemma_Predict
1289,কোমসোমলস্কায়া,Y,কোমসোমলস্কায়া,কোমসোমল
1290,কোম্পানিরাই,Y,কোম্পানি,কোম্পানি
1291,কোরবানীকৃত,Y,কোরবানী,কোরবানী
1292,কোরিয়ানসহ,Y,কোরিয়ান,কোরিয়ান
1293,কোর্নওয়ালে,Y,কোর্নওয়াল,কোর্নওয়াল
1294,কোলাহলময়,Y,কোলাহল,কোলাহল
1295,কোষানৌকা,Y,কোষানৌকা,কোষান
1296,কোস্টাসের,Y,কোস্টাস,কোস্টাস
1297,কোয়াটার্সে,Y,কোয়াটার্স,কোয়াটার্স
1298,কোয়াদে,Y,কোয়াদ,কোয়াদ
1299,কোয়ার্কগুলোকেও,Y,কোয়ার্ক,কোয়ার্ক
1300,কোয়ালিটিতে,Y,কোয়ালিটি,কোয়ালিটি
1301,কোয়ালিফাইয়ার,Y,কোয়ালিফাইয়ার,কোয়ালিফাই
1302,কোয়েই,Y,কোয়ে,কোয়ে
1303,কৌশলসাধ্য,Y,কৌশল,কৌশল
1304,কৌশাম্বীর,Y,কৌশাম্বী,কৌশাম্বী
1305,ক্যন্সারের,Y,ক্যন্সার,ক্যন্সার
1306,ক্যসেলের,Y,ক্যসেল,ক্যসেল
1307,ক্যাটের,Y,ক্যাট,ক্যাট
1308,ক্যাডেটগণকে,Y,ক্যাডেট,ক্যাডেটগণ
1309,ক্যানবেরাতে,Y,ক্যানবেরা,ক্যানবেরা
1310,ক্যানাডিও,Y,ক্যানাডি,ক্যানাডি
1311,ক্যানার,Y,ক্যানার,ক্যানা
1312,ক্যানোনিকালে,Y,ক্যানোনিকাল,ক্যানোনিকাল
1313,ক্যান্টিনটা,Y,ক্যান্টিন,ক্যান্টিন
1314,ক্যাপাসকে,Y,ক্যাপাস,ক্যাপাস
1315,ক্যাপাসিটারগুলিকে,Y,ক্যাপাসিটার,ক্যাপাসিটার
1316,ক্যামারুতে,Y,ক্যামারু,ক্যামারু
1317,ক্যামেরেনার,Y,ক্যামেরেনার,ক্যামেরেনা
1318,ক্যাম্পেইনটির,Y,ক্যাম্পেইন,ক্যাম্পেইনটি
1319,ক্যারিদাসের,Y,ক্যারিদাস,ক্যারি
1320,ক্যারেক্টারগুলো,Y,ক্যারেক্টার,ক্যারেক্টার
1321,ক্যালবাসাসে,Y,ক্যালবাসাস,ক্যালবাসাস
1322,ক্যালিওব,Y,ক্যালিওব,ক্যালিওয়
1323,ক্যালিক্সটিনাস,Y,ক্যালিক্সটিনাস,ক্যালিক্ষটিনাস
1324,ক্যালিফোর্নিয়াতে,Y,ক্যালিফোর্নিয়া,ক্যালিফোর্নিয়া
1325,ক্যাসলফোর্ডে,Y,ক্যাসলফোর্ড,ক্যাসলফোর্ড
1326,ক্যাসেটটিতে,Y,ক্যাসেট,ক্যাসেট
1327,ক্রটিবিচ্যূতি,Y,ক্রটিবিচ্যূতি,ক্রটি
1328,ক্রমবিবর্তনবাদের,Y,ক্রমবিবর্তন,ক্রমবিবর্তন
1329,ক্রসওয়ার্ডে,Y,ক্রসওয়ার্ড,ক্রসওয়ার্ড
1330,ক্রাইটনকে,Y,ক্রাইটন,ক্রাইটন
1331,ক্রাউডফান্ডিংসাইট,Y,ক্রাউডফান্ডিংসাইট,ক্রাউডফান্ডিংস
1332,ক্রানজারের,Y,ক্রানজার,ক্রানজার
1333,ক্রাফচিককে,Y,ক্রাফচিক,ক্রাফচিক
1334,ক্রিসমাসিডের,Y,ক্রিসমাসিড,ক্রিসমাসিড
1335,ক্রিস্টিনাকে,Y,ক্রিস্টিনা,ক্রিস্টিনা
1336,ক্রিস্টিনোকে,Y,ক্রিস্টিনো,ক্রিস্টিনোক
1337,ক্রিয়ায়,Y,ক্রিয়া,ক্রিয়া
1338,ক্রীমের,Y,ক্রীম,ক্রীম
1339,ক্রীড়াধর্মী,Y,ক্রীড়াধর্মী,ক্রীড়া
1340,ক্রীড়াবিষয়ে,Y,ক্রীড়াবিষয়,ক্রীড়াবিষয়
1341,ক্রেসপোর,Y,ক্রেসপোর,ক্রেসপো
1342,ক্রোককৃত,Y,ক্রোক,ক্রোক
1343,ক্রোমে,Y,ক্রোম,ক্রোম
1344,ক্র্যাজনার,Y,ক্র্যাজনার,ক্র্যাজনা
1345,ক্লজেটের,Y,ক্লজেট,ক্লজেট
1346,ক্লাবগুলোর,Y,ক্লাব,ক্লাব
1347,ক্লাববোলে,Y,ক্লাববোল,ক্লাববোল
1348,ক্লাভেরির,Y,ক্লাভেরি,ক্লাভেরি
1349,ক্লার্কসনকে,Y,ক্লার্কসন,ক্লার্কসন
1350,ক্লাশটি,Y,ক্লাশ,ক্লাশ
1351,ক্লাসিফিকেশনয়ের,Y,ক্লাসিফিকেশন,ক্লাসিফিকেশনয়ে
1352,ক্লায়জিংয়ের,Y,ক্লায়জিং,ক্লায়জিং
1353,ক্লিনের,Y,ক্লিন,ক্লিন
1354,ক্লিফটনভিলে,Y,ক্লিফটনভিলে,ক্লিফটন
1355,ক্লোয়িকে,Y,ক্লোয়িক,ক্লোয়িক
1356,ক্ষতজনিত,Y,ক্ষত,ক্ষত
1357,ক্ষতায়,Y,ক্ষতা,ক্ষতা
1358,ক্ষমতাবলও,Y,ক্ষমতাবল,ক্ষমতাবল
1359,ক্ষমাকরবেন,Y,ক্ষমা,ক্ষমাকরব
1360,ক্ষমাপরায়ন,Y,ক্ষমাপরায়ন,ক্ষমা
1361,ক্ষিতীন্দ্রনাথ,Y,ক্ষিতীন্দ্রনাথ,ক্ষিতীন্দ্রনাথী
1362,ক্ষীয়ারমামুদপুরে,Y,ক্ষীয়ারমামুদপুর,ক্ষীয়ারমামুদ
1363,ক্ষুদায়,Y,ক্ষুদা,ক্ষুদা
1364,ক্ষুদ্রকাঠিতে,Y,ক্ষুদ্রকাঠি,ক্ষুদ্রকাঠিত
1365,ক্ষুদ্রতার,Y,ক্ষুদ্র,ক্ষুদ্র
1366,ক্ষেত্রতত্ত্বের,Y,ক্ষেত্রতত্ত্ব,ক্ষেত্রতত্ত্ব
1367,ক্ষেপাটে,Y,ক্ষেপা,ক্ষেপা
1368,কড়াইশুটি,Y,কড়াইশুটি,কড়াইশু
1369,কয়েছেন,Y,কওয়া,কয়
1370,খইখই,Y,খইখই,খইখ
1371,খননকার্যে,Y,খননকার্য,খননকার্য
1372,খনিটি,Y,খনি,খনি
1373,খন্ডাংশ,Y,খন্ড,খন্ড
1374,খন্ডিতাংশে,Y,খন্ডিতাংশ,খন্ডিতাংশ
1375,খন্দরপাড়ায়,Y,খন্দরপাড়া,খন্দরপাড়া
1376,খসনার,Y,খসনা,খসনা
1377,খসড়ার,Y,খসড়া,খাড়া
1378,খাঁনকাহ্,Y,খাঁনকাহ্,খাঁন
1379,খাইয়াছি,Y,খাওয়া,খাওয়া
1380,খাইয়েছিলে,Y,খাওয়া,খাওয়া
1381,খাওনা,Y,খাওয়া,খাওয়া
1382,খাঙ্গাবোকের,Y,খাঙ্গাবোক,খাঙ্গাবোক
1383,খাজনাখানা,Y,খাজনাখানা,খাজনাতানা
1384,খাজনার,Y,খাজনা,খাজনা
1385,খাজনারাপে,Y,খাজনারাপ,খাজনারাপ
1386,খাজযুক্ত,Y,খাজ,খাজ
1387,খাদদ্বয়কে,Y,খাদদ্বয়,খাদদ্বয়
1388,খাদেম,Y,খাদেম,খাদ
1389,খাদ্যকেও,Y,খাদ্য,খাদ্য
1390,খাদ্যতালিকাভুক্ত,Y,খাদ্যতালিকা,খাদ্যতালিকা
1391,খাদ্যশঙ্খলে,Y,খাদ্যশঙ্খল,খাদ্যশঙ্খল
1392,খাদ্যশস্যে,Y,খাদ্যশস্য,খাদ্যশস্য
1393,খাদ্যসাহায্য,Y,খাদ্যসাহায্য,খাদ্য
1394,খানসাহেব,Y,খানসাহেব,খানসাহ
1395,খানাপিনার,Y,খানাপিনা,খানাপিনা
1396,খানেরর,Y,খান,খান
1397,খান্দেরী,Y,খান্দেরী,খান্দের
1398,খামখেয়ালিপনা,Y,খামখেয়ালি,খামখেয়ালি
1399,খামগুলোকে,Y,খাম,খাম
1400,খামছুরু,Y,খামছুরু,খামছু
1401,খার্তুমে,Y,খার্তুম,খার্তুম
1402,খালপাড়ের,Y,খালপাড়,খালপাড়
1403,খালসাতে,Y,খালসা,খালসা
1404,খাসবুলাতভ,Y,খাসবুলাতভ,খাসবুলাত
1405,খাসিয়া,Y,খাসিয়া,খাসা
1406,খাস্তগীর,Y,খাস্তগীর,খাস্তগী
1407,খায়বর,Y,খায়বর,খাওয়া
1408,খায়াসপুর,Y,খায়াসপুর,খায়া
1409,খিদমতে,Y,খিদমত,খিদম
1410,খিষ্টাব্দে,Y,খিষ্টাব্দ,খিষ্টা
1411,খিস্টীয়,Y,খিস্টীয়,খিস্ট
1412,খুঁটিনাটির,Y,খুঁটিনাটি,খুঁটিনা
1413,খুঁয়োপোকার,Y,খুঁয়োপোকা,খুঁয়োপোকা
1414,খুংরিকাশিতে,Y,খুংরিকাশি,খুংরিকাশি
1415,খুজছিস,Y,খোঁজা,খুজা
1416,খুজাছে,Y,খোঁজা,খোঁজা
1417,খুজান্দের,Y,খুজান্দ,খুজান্দ
1418,খুনখারাবীর,Y,খুনখারাবী,খুনখারা
1419,খুনটা,Y,খুন,খুন
1420,খুযায়মাহ,Y,খুযায়মাহ,খুযায়
1421,খুরাসানে,Y,খুরাসান,খুরাসান
