,sentence_main,sentence_lemma
565,সৌভাগ্যক্রমে রাজা চিত্তরঞ্জন কোর্ট্ অফ ওয়ার্ড্স্ হইতে বিষয় প্রাপ্ত হইয়া শখের থিয়েটার ফাঁদিবার চেষ্টা করিতেছেন এবং বিপিনকিশোরের সুন্দর চেহারা ও গান গাহিবার ও গান তৈয়ারি করিবার ক্ষমতায় মুগ্ধ হইয়া তাহাকে সাদরে নিজের অনুচরশ্রেণীতে ভুক্ত করিয়া লইয়াছেন,সৌভাগ্যক্রম রাজা চিত্তরঞ্জন কোর্ট্ অফ ওয়ার্ড্স্ হওয়া বিষয় প্রাপ্ত হওয়া শখ থিয়েটার ফাঁদা চেষ্টা করা এবং বিপিনকিশোর সুন্দর চেহারা ও গান গাওয়া ও গান তৈরী করা ক্ষমতা মুগ্ধ হওয়া তিনি সাদর নিজ অনুচরশ্রেণী ভুক্ত করা লওয়া
566,পিতৃমাতৃহীন দুইটি ভ্রাতুষ্পুত্র তাঁহার গৃহে মানুষ হইত,পিতামাতাহীন দুই ভ্রাতুষ্পুত্র তিনি গৃহ মানুষ হওয়া
567,মাইকেলের অবস্থা আরও গোলমেলে একে সংখ্যালঘু তায় আবার রামকে ভিলেন আর রাবণের ছেলেকে হিরো বানিয়ে ছড়া কেটেছেন,মাইকেল অবস্থা আর গোলমাল এক সংখ্যালঘু তা আবার রাম ভিলেন আর রাবণ ছেলে হিরো বানানো ছড়া কাটা
568,এইরূপে তাসের হারজিৎ ও ছক্কাপঞ্জার পুনঃ পুনঃ আবর্তনের মধ্যে কোন্ এক সময়ে দুইটি খেলোয়াড়ের মনে মনে মিল হইয়া গেল অন্তর্যামী ব্যতীত আর একজন খেলোয়াড় তাহা দেখিল এবং আমোদ বোধ করিল,এইরূপ তাস হারজিৎ ও ছক্কাপঞ্জা পুনঃ পুনঃ আবর্তন মধ্যে কোন এক সময় দুই খেলোয়াড় মন মন মিল হওয়া গেল অন্তর্যামী ব্যতীত আর একজন খেলোয়াড় তাহা দেখা এবং আমোদ বোধ করা
569,এইজন্য তিনি যখন তখন বেশিমাত্রায় বিপিনের গুণগান করিয়া স্ত্রীকে খ্যাপাইতেন ও বিশেষ আমোদ বোধ করিতেন,এইজন্য তিনি যখন তখন বেশিমাত্রা বিপিন গুণগান করা স্ত্রী খ্যাপা ও বিশেষ আমোদ বোধ করা
570,বলিয়া গোপনে কিছু অর্থ দিয়া বিদায় করিয়া দিলেন,বলা গোপন কিছু অর্থ দেওয়া বিদায় করা দেওয়া
571,কাশীপুরের দু একটি দোকানে এখনও কস্তার পাওয়া যায় বটে,কাশীপুর দুই এক দোকান এখন কস্তার পাওয়া যায় বটে
572,পরিচিত এক অধ্যাপকের কথা মনে পড়ছে,পরিচয় এক অধ্যাপক কথা মন পড়া
573,এটা অন্য কোথাও মেলে না,এই অন্য কোথা মেলা না
574,নগেন্দ্র যখন তাস খেলিতে বসিত তখন তাসের অপেক্ষা সজীবতর পদার্থের প্রতি তাহার নয়নমন পড়িয়া থাকাতে খেলায় প্রায়ই হারিতে লাগিল,নগেন্দ্র যখন তাস খেলা বসা তখন তাস অপেক্ষা জীব পদার্থ প্রতি তিনি নয়নমন পড়া থাকা খেলা প্রায় হারা লাগা
