Inflected_Word,Lemma,POS
সাংবাদিকতাকে,সাংবাদিক,বিশেষ্য
সাজানো,সাজানো,ক্রিয়া
সাজানোর,সাজানো,ক্রিয়া
সাজানোয়,সাজানো,ক্রিয়া
সাজাবে,সাজানো,ক্রিয়া
সাজাবো,সাজানো,ক্রিয়া
সেজেছে,সাজানো,ক্রিয়া
সেজেছিল,সাজানো,ক্রিয়া
সাধাতে,সাধা,ক্রিয়া
সাধানো,সাধা,ক্রিয়া
সেধেছে,সাধা,ক্রিয়া
সেধেছিল,সাধা,ক্রিয়া
সাধলাম,সাধা,ক্রিয়া
সাধবো,সাধা,ক্রিয়া
সাধি,সাধা,ক্রিয়া
সারির,সারি,বিশেষ্য
সারিতে,সারি,বিশেষ্য
সারিটা,সারি,বিশেষ্য
সারিকে,সারি,বিশেষ্য
সারিটার,সারি,বিশেষ্য
সারিটি,সারি,বিশেষ্য
সিদ্ধান্তে,সিদ্ধান্ত,বিশেষ্য
সিদ্ধান্তের,সিদ্ধান্ত,বিশেষ্য
সিদ্ধান্তটা,সিদ্ধান্ত,বিশেষ্য
সিদ্ধান্তোতে,সিদ্ধান্ত,বিশেষ্য
সিদ্ধান্তকে,সিদ্ধান্ত,বিশেষ্য
সৌরভে,সৌরভ,বিশেষ্য
সৌরভেয়,সৌরভ,বিশেষ্য
সৌরভ্য,সৌরভ,বিশেষ্য
সৌরভের,সৌরভ,বিশেষ্য
সৌরভেই,সৌরভ,বিশেষ্য
সৌরভকে,সৌরভ,বিশেষ্য
সাহসের,সাহস,বিশেষ্য
সাহসকে,সাহস,বিশেষ্য
সাহসটা,সাহস,বিশেষ্য
সাহসই,সাহস,বিশেষ্য
সাহসীর,সাহসী,বিশেষণ
সাহসীই,সাহসী,বিশেষণ
সাহসীদের,সাহসী,বিশেষণ
সাহসীকে,সাহসী,বিশেষণ
সাদার,সাদা,বিশেষ্য
সাদাই,সাদা,বিশেষ্য
সাদাতে,সাদা,বিশেষ্য
সাদাকে,সাদা,বিশেষ্য
সাদাটা,সাদা,বিশেষ্য
সাজানোয়,সাজানো,বিশেষ্য
সাজানোর,সাজানো,বিশেষ্য
সাজানোরই,সাজানো,বিশেষ্য
সাজাইতে,সাজানো,বিশেষ্য
সাজানোই,সাজানো,বিশেষ্য
সাজাতে,সাজানো,বিশেষ্য
সঙ্গে,সঙ্গী,বিশেষ্য
সঙ্গীর,সঙ্গী,বিশেষ্য
সঙ্গীকে,সঙ্গী,বিশেষ্য
সঙ্গীরাই,সঙ্গী,বিশেষ্য
সঙ্গীদের,সঙ্গী,বিশেষ্য
সঙ্গীরা,সঙ্গী,বিশেষ্য
সাথীকে,সাথী,বিশেষ্য
সাথীর,সাথী,বিশেষ্য
সাথীরাই,সাথী,বিশেষ্য
সাথীরা,সাথী,বিশেষ্য
সাথীই,সাথী,বিশেষ্য
সকালেই,সকাল,বিশেষ্য
সকালে,সকাল,বিশেষ্য
সকালের,সকাল,বিশেষ্য
সকালই,সকাল,বিশেষ্য
সকালকে,সকাল,বিশেষ্য
সালে,সাল,বিশেষ্য
সালের,সাল,বিশেষ্য
সালই,সাল,বিশেষ্য
সালেই,সাল,বিশেষ্য
সালকে,সাল,বিশেষ্য
সাথেই,সাথে,অব্যয়
সাথের,সাথে,অব্যয়
স্থানকে,স্থান,বিশেষ্য
স্থানের,স্থান,বিশেষ্য
স্থানই,স্থান,বিশেষ্য
স্থানে,স্থান,বিশেষ্য
স্থানটা,স্থান,বিশেষ্য
স্থানটার,স্থান,বিশেষ্য
স্থানীয়,স্থান,বিশেষ্য
স্নেহকে,স্নেহ,বিশেষ্য
স্নেহের,স্নেহ,বিশেষ্য
স্নেহকেই,স্নেহ,বিশেষ্য
স্নেহটা,স্নেহ,বিশেষ্য
স্নেহই,স্নেহ,বিশেষ্য
সাপের,সাপ,বিশেষ্য
সাপটা,সাপ,বিশেষ্য
সাপটি,সাপ,বিশেষ্য
সাপকে,সাপ,বিশেষ্য
সাপদের,সাপ,বিশেষ্য
সাপই,সাপ,বিশেষ্য
হওয়াতে,হওয়া,ক্রিয়া
হই,হওয়া,ক্রিয়া
হয়েছিলো,হওয়া,ক্রিয়া
হইয়াছে,হওয়া,ক্রিয়া
হচ্ছে,হওয়া,ক্রিয়া
হবো,হওয়া,ক্রিয়া
হলো,হওয়া,ক্রিয়া
হবে,হওয়া,ক্রিয়া
হইত,হওয়া,ক্রিয়া
হলে,হওয়া,ক্রিয়া
হউক,হওয়া,ক্রিয়া
হও,হওয়া,ক্রিয়া
হটাতে,হটা,ক্রিয়া
হটিয়ে,হটা,ক্রিয়া
হটিয়েছিল,হটা,ক্রিয়া
হটাবো,হটা,ক্রিয়া
হটেছে,হটা,ক্রিয়া
হটানো,হটা,ক্রিয়া
হড়কা,হড়কা,ক্রিয়া
হড়কেছিল,হড়কা,ক্রিয়া
হড়কেছে,হড়কা,ক্রিয়া
হড়কাবে,হড়কা,ক্রিয়া
হড়কাতে,হড়কা,ক্রিয়া
হড়কানো,হড়কা,ক্রিয়া
হাঁকা,হাঁকা,ক্রিয়া
হেঁকেছিলাম,হাঁকা,ক্রিয়া
হাঁকছি,হাঁকা,ক্রিয়া
হেঁকেছে,হাঁকা,ক্রিয়া
হাঁকবো,হাঁকা,ক্রিয়া
হাঁকছে,হাঁকা,ক্রিয়া
হাঁকানো,হাঁকা,ক্রিয়া
হটকানো,হটকানো,ক্রিয়া
হটকাচ্ছে,হটকানো,ক্রিয়া
হটকালো,হটকানো,ক্রিয়া
হটকাবে,হটকানো,ক্রিয়া
হটকেছে,হটকানো,ক্রিয়া
হটকেছিলো,হটকানো,ক্রিয়া
হাঁটা,হাঁটা,ক্রিয়া
হাঁটছি,হাঁটা,ক্রিয়া
হাঁটবো,হাঁটা,ক্রিয়া
হাঁটতেছিলাম,হাঁটা,ক্রিয়া
হাঁটতেছে,হাঁটা,ক্রিয়া
হাঁটানো,হাঁটা,ক্রিয়া
হাঁপানো,হাঁপানো,ক্রিয়া
হাঁপাচ্ছে,হাঁপানো,ক্রিয়া
হাঁপাচ্ছিলাম,হাঁপানো,ক্রিয়া
হাঁপাবে,হাঁপানো,ক্রিয়া
হাঁপাচ্ছিলো,হাঁপানো,ক্রিয়া
হাঁসা,হাঁসা,ক্রিয়া
হাঁসিয়েছিলো,হাঁসা,ক্রিয়া
হাঁসিয়েছে,হাঁসা,ক্রিয়া
হাঁসাচ্ছে,হাঁসা,ক্রিয়া
হাঁসাবে,হাঁসা,ক্রিয়া
হাঁসানো,হাঁসা,ক্রিয়া
হাতড়ানো,হাতড়ানো,ক্রিয়া
হাতড়েছিলো,হাতড়ানো,ক্রিয়া
হাতড়েছিলাম,হাতড়ানো,ক্রিয়া
হাতড়াচ্ছে,হাতড়ানো,ক্রিয়া
হাতড়াবে,হাতড়ানো,ক্রিয়া
হাতড়েছে,হাতড়ানো,ক্রিয়া
হাততোলা,হাততোলা,ক্রিয়া
হাততুলেছিলো,হাততোলা,ক্রিয়া
